     Z      N         Q20         Q30         B         ZPE           M22           M23           M33
     92    140      256.00       21.00    -1749.7766        1.0094        0.0202       -0.0051        0.0392
     92    140      256.00       24.00    -1750.8447        1.0061        0.0201       -0.0018        0.0232
     92    140      256.00       27.00    -1753.1850        1.0484        0.0179       -0.0048        0.0303
     92    140      256.00       30.00    -1754.2419        0.9980        0.0207       -0.0045        0.0249
     92    140      256.00       33.00    -1754.6836        1.1091        0.0289       -0.0169        0.0391
     92    140      256.00       36.00    -1753.5404        1.0773        0.0226       -0.0128        0.0375
     92    140      256.00       39.00    -1751.6328        1.0836        0.0303       -0.0222        0.0587
     92    140      256.00       42.00    -1751.1596        0.9631        0.0225       -0.0175        0.0345
     92    140      256.00       45.00    -1751.5615        0.9995        0.0299       -0.0243        0.0338
     92    140      256.00       48.00    -1750.5719        0.7557        0.0353       -0.0292        0.0425
     92    140      256.00       51.00    -1748.3383        0.9178        0.0364       -0.0318        0.0421
     92    140      256.00       54.00    -1745.0640        0.8400        0.0377       -0.0310        0.0460
     92    140      256.00       57.00    -1742.2905        1.0048        0.0233       -0.0184        0.0297
     92    140      256.00       60.00    -1739.2440        1.0226        0.0224       -0.0187        0.0368
     92    140      264.00        0.00    -1750.4068        1.2170        0.0160        0.0000        0.0097
     92    140      264.00        3.00    -1750.3693        1.2453        0.0182       -0.0011        0.0112
     92    140      264.00        6.00    -1750.3327        1.2660        0.0171       -0.0024        0.0134
     92    140      264.00        9.00    -1749.9998        1.2810        0.0126       -0.0038        0.0147
     92    140      264.00       12.00    -1748.7465        1.1156        0.0216       -0.0019        0.0347
     92    140      264.00       15.00    -1749.5265        0.9903        0.0247       -0.0060        0.0270
     92    140      264.00       18.00    -1749.7114        0.9462        0.0178       -0.0042        0.0220
     92    140      264.00       21.00    -1749.8233        0.9503        0.0170       -0.0024        0.0333
     92    140      264.00       24.00    -1750.5011        1.0146        0.0191       -0.0049        0.0420
     92    140      264.00       27.00    -1753.0522        0.9618        0.0251       -0.0194        0.0597
     92    140      264.00       30.00    -1754.5344        0.9355        0.0195       -0.0024        0.0252
     92    140      264.00       33.00    -1755.0663        0.9188        0.0241       -0.0135        0.0350
     92    140      264.00       36.00    -1754.9381        1.0751        0.0243       -0.0113        0.0338
     92    140      264.00       39.00    -1753.1612        1.0337        0.0237       -0.0151        0.0486
     92    140      264.00       42.00    -1751.4861        1.0099        0.0333       -0.0283        0.0551
     92    140      264.00       45.00    -1751.6617        1.1280        0.0203       -0.0168        0.0291
     92    140      264.00       48.00    -1751.8447        0.8402        0.0323       -0.0265        0.0378
     92    140      264.00       51.00    -1750.5753        0.7877        0.0361       -0.0310        0.0434
     92    140      264.00       54.00    -1750.6428        1.6966        0.0315       -0.0257        0.0965
     92    140      264.00       57.00    -1745.0099        0.7939        0.0334       -0.0261        0.0398
     92    140      264.00       60.00    -1751.4176        1.7940        0.0615       -0.0497        0.1525
     92    140      272.00        0.00    -1750.9182        1.1715        0.0123        0.0000        0.0099
     92    140      272.00        3.00    -1750.8201        1.2388        0.0129       -0.0005        0.0101
     92    140      272.00        6.00    -1750.3944        1.2443        0.0167       -0.0018        0.0120
     92    140      272.00        9.00    -1749.9618        1.2534        0.0140       -0.0031        0.0141
     92    140      272.00       12.00    -1749.0174        1.0179        0.0209       -0.0019        0.0350
     92    140      272.00       15.00    -1749.8237        1.0054        0.0276       -0.0063        0.0289
     92    140      272.00       18.00    -1750.0657        0.9731        0.0211       -0.0057        0.0251
     92    140      272.00       21.00    -1750.0683        0.9331        0.0186       -0.0015        0.0247
     92    140      272.00       24.00    -1750.3448        0.9723        0.0198       -0.0051        0.0515
     92    140      272.00       27.00    -1752.8030        0.8822        0.0146       -0.0006        0.0311
     92    140      272.00       30.00    -1754.5546        0.9466        0.0184       -0.0074        0.0353
     92    140      272.00       33.00    -1755.5422        0.8501        0.0202       -0.0052        0.0285
     92    140      272.00       36.00    -1755.6666        1.0171        0.0247       -0.0133        0.0371
     92    140      272.00       39.00    -1754.7188        1.0280        0.0201       -0.0084        0.0308
     92    140      272.00       42.00    -1752.8110        1.0150        0.0270       -0.0185        0.0556
     92    140      272.00       45.00    -1751.0416        1.1862        0.0233       -0.0186        0.0278
     92    140      272.00       48.00    -1752.1110        1.1001        0.0217       -0.0184        0.0291
     92    140      272.00       51.00    -1751.9633        0.7249        0.0342       -0.0282        0.0413
     92    140      272.00       54.00    -1751.5138        0.5045        0.0393       -0.0084        0.1322
     92    140      272.00       57.00    -1747.5827        0.9120        0.0346       -0.0299        0.0443
     92    140      272.00       60.00    -1752.0954        0.8570        0.0157       -0.0105        0.0461
     92    140      280.00        0.00    -1751.3266        1.1477        0.0104        0.0000        0.0100
     92    140      280.00        3.00    -1751.2178        1.2419        0.0098       -0.0004        0.0097
     92    140      280.00        6.00    -1750.7374        1.2902        0.0112       -0.0018        0.0108
     92    140      280.00        9.00    -1748.4300        1.0457        0.0140        0.0027        0.0325
     92    140      280.00       12.00    -1749.2838        0.9431        0.0186       -0.0014        0.0347
     92    140      280.00       15.00    -1750.0742        0.9732        0.0267       -0.0059        0.0298
     92    140      280.00       18.00    -1750.3822        0.9680        0.0237       -0.0071        0.0285
     92    140      280.00       21.00    -1750.4218        0.9562        0.0215       -0.0017        0.0245
     92    140      280.00       24.00    -1750.3396        0.9141        0.0192       -0.0033        0.0449
     92    140      280.00       27.00    -1752.9370        0.8773        0.0125        0.0010        0.0255
     92    140      280.00       30.00    -1754.7188        0.9054        0.0168       -0.0066        0.0398
     92    140      280.00       33.00    -1755.7496        0.8758        0.0199       -0.0075        0.0340
     92    140      280.00       36.00    -1756.2461        0.8259        0.0203       -0.0093        0.0312
     92    140      280.00       39.00    -1755.9213        1.0244        0.0218       -0.0083        0.0298
     92    140      280.00       42.00    -1754.2860        0.9407        0.0214       -0.0126        0.0410
     92    140      280.00       45.00    -1752.5368        1.0103        0.0288       -0.0219        0.0533
     92    140      280.00       48.00    -1751.9553        0.6056        0.0204       -0.0132        0.0814
     92    140      280.00       51.00    -1755.0972        0.6131        0.0564        0.0381        0.1541
     92    140      280.00       54.00    -1753.0478        0.5413        0.0286       -0.0191        0.1063
     92    140      280.00       57.00    -1754.9944        1.2520        0.0293       -0.0270        0.1040
     92    140      280.00       60.00    -1754.8239        2.2214        0.0257       -0.0270        0.0823
     92    140      288.00        0.00    -1751.5733        1.1152        0.0113       -0.0000        0.0097
     92    140      288.00        3.00    -1751.4663        1.2102        0.0104       -0.0005        0.0093
     92    140      288.00        6.00    -1751.0251        1.2767        0.0094       -0.0020        0.0105
     92    140      288.00        9.00    -1748.7897        1.0245        0.0133        0.0031        0.0316
     92    140      288.00       12.00    -1749.5526        0.8961        0.0161       -0.0008        0.0337
     92    140      288.00       15.00    -1750.2986        0.9146        0.0233       -0.0050        0.0299
     92    140      288.00       18.00    -1750.6562        0.9441        0.0247       -0.0078        0.0310
     92    140      288.00       21.00    -1750.7425        0.9532        0.0226       -0.0023        0.0269
     92    140      288.00       24.00    -1750.6621        0.9608        0.0219       -0.0014        0.0305
     92    140      288.00       27.00    -1753.0098        0.9177        0.0129       -0.0022        0.0253
     92    140      288.00       30.00    -1754.6677        0.9418        0.0194       -0.0119        0.0392
     92    140      288.00       33.00    -1761.1537        0.7063        0.0218       -0.0163        0.0548
     92    140      288.00       36.00    -1760.3715        0.6830        0.0162       -0.0038        0.0518
     92    140      288.00       39.00    -1756.6396        0.9015        0.0217       -0.0103        0.0310
     92    140      288.00       42.00    -1755.7865        0.9605        0.0195       -0.0079        0.0284
     92    140      288.00       45.00    -1757.2311        0.5949        0.0241       -0.0169        0.1004
     92    140      288.00       48.00    -1754.7780        0.5778        0.0213       -0.0100        0.0788
     92    140      288.00       51.00    -1754.1194        0.6055        0.0187       -0.0159        0.0803
     92    140      288.00       54.00    -1757.2195        0.6015        0.0477        0.0262        0.1244
     92    140      288.00       57.00    -1757.2967        2.0157        0.0250       -0.0148        0.0709
     92    140      288.00       60.00    -1757.1098        1.3984        0.0296       -0.0279        0.0968
     92    140      296.00        0.00    -1751.7046        1.0718        0.0143        0.0000        0.0092
     92    140      296.00        3.00    -1751.6042        1.1474        0.0136       -0.0007        0.0087
     92    140      296.00        6.00    -1751.2023        1.1819        0.0110       -0.0019        0.0103
     92    140      296.00        9.00    -1750.4564        1.1756        0.0095       -0.0037        0.0124
     92    140      296.00       12.00    -1749.8161        0.8704        0.0141       -0.0001        0.0319
     92    140      296.00       15.00    -1750.5049        0.8597        0.0191       -0.0042        0.0292
     92    140      296.00       18.00    -1750.8934        0.9182        0.0241       -0.0077        0.0321
     92    140      296.00       21.00    -1751.0160        0.9475        0.0226       -0.0034        0.0305
     92    140      296.00       24.00    -1750.9959        0.9253        0.0234       -0.0015        0.0275
     92    140      296.00       27.00    -1753.0833        0.9322        0.0200       -0.0116        0.0341
     92    140      296.00       30.00    -1755.5690        0.8206        0.0119        0.0029        0.0255
     92    140      296.00       33.00    -1763.8096        0.6226        0.0446       -0.0397        0.1140
     92    140      296.00       36.00    -1763.3615        0.7396        0.0162       -0.0094        0.0400
     92    140      296.00       39.00    -1762.2706        0.6023        0.0224        0.0007        0.0627
     92    140      296.00       42.00    -1760.6562        0.5362        0.0189       -0.0088        0.0773
     92    140      296.00       45.00    -1759.6806        0.5645        0.0193       -0.0125        0.0820
     92    140      296.00       48.00    -1759.2966        0.5943        0.0214       -0.0110        0.0813
     92    140      296.00       51.00    -1756.7967        0.5753        0.0206       -0.0109        0.0785
     92    140      296.00       54.00    -1759.1968        0.5855        0.0391        0.0140        0.1077
     92    140      296.00       57.00    -1759.2877        0.5913        0.0411        0.0146        0.1054
     92    140      296.00       60.00    -1757.6164        0.4942        0.0348       -0.0094        0.1196
     92    140      304.00        0.00    -1751.8311        1.0580        0.0175       -0.0000        0.0084
     92    140      304.00        3.00    -1751.7254        1.0999        0.0168       -0.0007        0.0083
     92    140      304.00        6.00    -1751.3515        1.0989        0.0138       -0.0018        0.0100
     92    140      304.00        9.00    -1750.7003        1.1117        0.0102       -0.0035        0.0126
     92    140      304.00       12.00    -1750.0666        0.8569        0.0129       -0.0001        0.0281
     92    140      304.00       15.00    -1750.6942        0.8207        0.0156       -0.0034        0.0281
     92    140      304.00       18.00    -1751.0989        0.8957        0.0223       -0.0069        0.0319
     92    140      304.00       21.00    -1751.2451        0.9427        0.0222       -0.0049        0.0343
     92    140      304.00       24.00    -1751.2670        0.8910        0.0227       -0.0015        0.0275
     92    140      304.00       27.00    -1768.3350        2.0052        0.0176       -0.0133        0.0483
     92    140      304.00       30.00    -1767.0521        0.5654        0.0427       -0.0463        0.1318
     92    140      304.00       33.00    -1766.2405        0.5867        0.0481       -0.0504        0.1417
     92    140      304.00       36.00    -1765.8815        0.6710        0.0286       -0.0191        0.0611
     92    140      304.00       39.00    -1765.1568        0.6677        0.0177       -0.0009        0.0468
     92    140      304.00       42.00    -1763.5461        0.5397        0.0180       -0.0060        0.0678
     92    140      304.00       45.00    -1762.3116        0.5365        0.0185       -0.0111        0.0784
     92    140      304.00       48.00    -1760.2911        0.5881        0.0185       -0.0130        0.0584
     92    140      304.00       51.00    -1761.3534        0.6032        0.0210       -0.0109        0.0784
     92    140      304.00       54.00    -1758.5420        0.6056        0.0164       -0.0187        0.0738
     92    140      304.00       57.00    -1761.2486        0.5747        0.0404        0.0175        0.1119
     92    140      304.00       60.00    -1761.3122        0.5847        0.0323       -0.0004        0.0826
     92    140      312.00        0.00    -1752.0230        1.0554        0.0182        0.0000        0.0080
     92    140      312.00        3.00    -1751.9099        1.0661        0.0178       -0.0007        0.0083
     92    140      312.00        6.00    -1751.5603        1.0668        0.0158       -0.0017        0.0100
     92    140      312.00        9.00    -1750.9390        1.0335        0.0119       -0.0029        0.0131
     92    140      312.00       12.00    -1750.3757        0.8872        0.0153       -0.0008        0.0188
     92    140      312.00       15.00    -1750.8539        0.7971        0.0132       -0.0026        0.0265
     92    140      312.00       18.00    -1751.2617        0.8740        0.0198       -0.0058        0.0308
     92    140      312.00       21.00    -1751.4242        0.9396        0.0213       -0.0061        0.0369
     92    140      312.00       24.00    -1770.6307        2.0765        0.0114        0.0013        0.0363
     92    140      312.00       27.00    -1770.6507        2.0213        0.0140       -0.0047        0.0458
     92    140      312.00       30.00    -1769.6339        0.6122        0.0214       -0.0204        0.0669
     92    140      312.00       33.00    -1768.5972        0.5668        0.0386       -0.0476        0.1204
     92    140      312.00       36.00    -1768.0456        0.6383        0.0272       -0.0257        0.0724
     92    140      312.00       39.00    -1767.7012        0.7167        0.0156       -0.0090        0.0392
     92    140      312.00       42.00    -1766.3647        0.5714        0.0168       -0.0038        0.0580
     92    140      312.00       45.00    -1765.0257        0.5230        0.0178       -0.0089        0.0718
     92    140      312.00       48.00    -1763.9929        0.5456        0.0181       -0.0125        0.0769
     92    140      312.00       51.00    -1763.4713        0.5787        0.0193       -0.0122        0.0761
     92    140      312.00       54.00    -1760.8945        0.5991        0.0158       -0.0191        0.0699
     92    140      312.00       57.00    -1760.7056        0.5830        0.0181       -0.0147        0.0740
     92    140      312.00       60.00    -1763.1875        0.5671        0.0394        0.0162        0.1087
     92    140      320.00        0.00    -1752.2944        1.0165        0.0145       -0.0000        0.0081
     92    140      320.00        3.00    -1752.1901        1.0150        0.0146       -0.0007        0.0086
     92    140      320.00        6.00    -1751.8794        1.0601        0.0145       -0.0017        0.0101
     92    140      320.00        9.00    -1751.2688        0.9872        0.0128       -0.0027        0.0137
     92    140      320.00       12.00    -1750.7715        0.8831        0.0092       -0.0021        0.0173
     92    140      320.00       15.00    -1751.0064        0.7833        0.0126       -0.0018        0.0246
     92    140      320.00       18.00    -1751.4035        0.8505        0.0172       -0.0045        0.0294
     92    140      320.00       21.00    -1751.5797        0.9358        0.0199       -0.0066        0.0372
     92    140      320.00       24.00    -1772.5519        2.1244        0.0096        0.0013        0.0297
     92    140      320.00       27.00    -1772.8845        2.0424        0.0135       -0.0010        0.0442
     92    140      320.00       30.00    -1772.2441        2.0507        0.0140       -0.0096        0.0444
     92    140      320.00       33.00    -1771.0536        0.5561        0.0354       -0.0443        0.1138
     92    140      320.00       36.00    -1770.3401        0.5942        0.0340       -0.0384        0.0992
     92    140      320.00       39.00    -1769.8687        0.6918        0.0173       -0.0131        0.0457
     92    140      320.00       42.00    -1769.0614        0.6286        0.0154       -0.0042        0.0489
     92    140      320.00       45.00    -1767.7639        0.5278        0.0170       -0.0064        0.0636
     92    140      320.00       48.00    -1766.5284        0.5227        0.0174       -0.0110        0.0729
     92    140      320.00       51.00    -1765.7028        0.5565        0.0178       -0.0130        0.0742
     92    140      320.00       54.00    -1765.3330        0.5793        0.0195       -0.0116        0.0740
     92    140      320.00       57.00    -1765.1583        0.5770        0.0234       -0.0075        0.0772
     92    140      320.00       60.00    -1762.5921        0.5827        0.0170       -0.0160        0.0731
     92    140      328.00        0.00    -1752.1058        1.0800        0.0115        0.0000        0.0235
     92    140      328.00        3.00    -1752.5026        0.9583        0.0106       -0.0010        0.0091
     92    140      328.00        6.00    -1752.2491        1.0463        0.0111       -0.0022        0.0106
     92    140      328.00        9.00    -1751.6878        0.9729        0.0116       -0.0033        0.0143
     92    140      328.00       12.00    -1751.1180        0.8473        0.0089       -0.0026        0.0170
     92    140      328.00       15.00    -1751.1285        0.7755        0.0133       -0.0011        0.0230
     92    140      328.00       18.00    -1751.5040        0.8241        0.0150       -0.0032        0.0280
     92    140      328.00       21.00    -1773.7469        0.9039        0.0102        0.0050        0.0317
     92    140      328.00       24.00    -1774.2321        1.1604        0.0084       -0.0001        0.0285
     92    140      328.00       27.00    -1774.9349        2.0725        0.0121        0.0006        0.0389
     92    140      328.00       30.00    -1774.6560        2.0532        0.0129       -0.0075        0.0420
     92    140      328.00       33.00    -1773.4625        2.0210        0.0139       -0.0037        0.0398
     92    140      328.00       36.00    -1772.6140        0.5653        0.0365       -0.0452        0.1146
     92    140      328.00       39.00    -1768.4367        2.3499        0.0115       -0.0095        0.0366
     92    140      328.00       42.00    -1768.0220        2.2183        0.0158       -0.0128        0.0447
     92    140      328.00       45.00    -1764.5598        0.4715        0.0208       -0.0169        0.0879
     92    140      328.00       48.00    -1765.1727        0.4814        0.0438       -0.0663        0.1377
     92    140      328.00       51.00    -1763.8450        0.4902        0.0374       -0.0542        0.1094
     92    140      328.00       54.00    -1766.3729        0.5705        0.0172       -0.0123        0.0562
     92    140      328.00       57.00    -1765.5786        0.5294        0.0195       -0.0085        0.0715
     92    140      328.00       60.00    -1764.8837        0.5622        0.0181       -0.0125        0.0698
     92    140      336.00        0.00    -1752.9396        1.0862        0.0121       -0.0000        0.0256
     92    140      336.00        3.00    -1752.8100        1.0086        0.0101        0.0009        0.0202
     92    140      336.00        6.00    -1752.5818        0.9282        0.0076       -0.0023        0.0136
     92    140      336.00        9.00    -1752.1521        0.8876        0.0084       -0.0015        0.0134
     92    140      336.00       12.00    -1751.4417        0.8292        0.0123       -0.0021        0.0160
     92    140      336.00       15.00    -1751.2393        0.7757        0.0137       -0.0008        0.0217
     92    140      336.00       18.00    -1751.5892        0.7936        0.0135       -0.0020        0.0267
     92    140      336.00       21.00    -1775.3128        1.0365        0.0074        0.0030        0.0268
     92    140      336.00       24.00    -1776.1068        1.0006        0.0091        0.0015        0.0276
     92    140      336.00       27.00    -1776.8200        2.1098        0.0104        0.0008        0.0325
     92    140      336.00       30.00    -1776.8533        2.0653        0.0128       -0.0035        0.0421
     92    140      336.00       33.00    -1775.7994        1.8604        0.0130       -0.0010        0.0353
     92    140      336.00       36.00    -1775.9406        1.7008        0.0186       -0.0085        0.0456
     92    140      336.00       39.00    -1770.6085        2.3349        0.0099       -0.0078        0.0312
     92    140      336.00       42.00    -1770.4778        2.3042        0.0135       -0.0112        0.0405
     92    140      336.00       45.00    -1767.1517        0.4352        0.0200       -0.0178        0.0824
     92    140      336.00       48.00    -1768.2533        0.4713        0.0268       -0.0308        0.0752
     92    140      336.00       51.00    -1766.6389        0.4752        0.0427       -0.0636        0.1281
     92    140      336.00       54.00    -1769.6692        0.5006        0.0216       -0.0196        0.0917
     92    140      336.00       57.00    -1768.0229        0.5360        0.0178       -0.0103        0.0613
     92    140      336.00       60.00    -1767.2272        0.5329        0.0188       -0.0092        0.0699
     92    140      344.00        0.00    -1753.7452        1.0796        0.0130        0.0000        0.0279
     92    140      344.00        3.00    -1753.6059        0.9874        0.0107        0.0012        0.0216
     92    140      344.00        6.00    -1760.8981        1.6036        0.0165        0.0120        0.0535
     92    140      344.00        9.00    -1761.0962        0.9076        0.0080       -0.0065        0.0250
     92    140      344.00       12.00    -1762.1411        0.7988        0.0119        0.0032        0.0271
     92    140      344.00       15.00    -1763.0037        0.8370        0.0102        0.0019        0.0253
     92    140      344.00       18.00    -1751.6506        0.7658        0.0127       -0.0010        0.0255
     92    140      344.00       21.00    -1777.1762        1.0555        0.0094        0.0056        0.0333
     92    140      344.00       24.00    -1777.8254        1.0479        0.0075        0.0032        0.0235
     92    140      344.00       27.00    -1778.5425        2.1511        0.0087        0.0009        0.0263
     92    140      344.00       30.00    -1778.8637        2.0851        0.0122       -0.0007        0.0396
     92    140      344.00       33.00    -1777.5977        1.8481        0.0114       -0.0008        0.0321
     92    140      344.00       36.00    -1777.9535        1.8079        0.0143       -0.0025        0.0371
     92    140      344.00       39.00    -1772.6919        2.2793        0.0108       -0.0073        0.0299
     92    140      344.00       42.00    -1772.7409        2.3502        0.0115       -0.0094        0.0357
     92    140      344.00       45.00    -1772.2145        2.1754        0.0154       -0.0122        0.0423
     92    140      344.00       48.00    -1771.0962        1.8725        0.0166       -0.0112        0.0410
     92    140      344.00       51.00    -1769.5182        0.4592        0.0419       -0.0597        0.1223
     92    140      344.00       54.00    -1768.2297        0.4729        0.0466       -0.0697        0.1311
     92    140      344.00       57.00    -1766.7484        1.2946        0.0102       -0.0064        0.0232
     92    140      344.00       60.00    -1766.4398        1.1260        0.0137       -0.0046        0.0412
     92    140      352.00        0.00    -1766.8646        0.9195        0.0092        0.0047        0.0378
     92    140      352.00        3.00    -1767.2313        0.8983        0.0290        0.0167        0.1210
     92    140      352.00        6.00    -1769.2489        1.8690        0.0227        0.0137        0.0829
     92    140      352.00        9.00    -1770.5524        0.9728        0.0129       -0.0073        0.0528
     92    140      352.00       12.00    -1773.3049        0.7698        0.0100        0.0102        0.0382
     92    140      352.00       15.00    -1775.2401        0.8975        0.0064        0.0045        0.0290
     92    140      352.00       18.00    -1777.0445        0.9229        0.0069        0.0046        0.0290
     92    140      352.00       21.00    -1778.7412        1.0907        0.0089        0.0059        0.0321
     92    140      352.00       24.00    -1779.4535        1.0361        0.0071        0.0027        0.0237
     92    140      352.00       27.00    -1780.2234        1.1964        0.0117        0.0056        0.0306
     92    140      352.00       30.00    -1780.7077        2.1092        0.0109        0.0004        0.0344
     92    140      352.00       33.00    -1780.5098        2.0890        0.0119       -0.0058        0.0390
     92    140      352.00       36.00    -1779.7881        1.8619        0.0128       -0.0015        0.0340
     92    140      352.00       39.00    -1779.6534        0.4516        0.0253       -0.0195        0.0602
     92    140      352.00       42.00    -1774.8244        2.3632        0.0099       -0.0077        0.0307
     92    140      352.00       45.00    -1774.5694        2.2755        0.0134       -0.0109        0.0388
     92    140      352.00       48.00    -1773.7063        2.0055        0.0163       -0.0119        0.0416
     92    140      352.00       51.00    -1772.3314        1.5141        0.0143       -0.0082        0.0371
     92    140      352.00       54.00    -1773.9266        0.3998        0.0240       -0.0093        0.0565
     92    140      352.00       57.00    -1772.8140        0.4215        0.0228       -0.0094        0.0598
     92    140      352.00       60.00    -1767.6773        1.3391        0.0121       -0.0051        0.0274
     92    140      360.00        0.00    -1767.2577        0.8420        0.0206        0.0071        0.0824
     92    140      360.00        3.00    -1768.0884        0.9335        0.0147       -0.0131        0.0652
     92    140      360.00        6.00    -1769.8300        0.9205        0.0143       -0.0132        0.0628
     92    140      360.00        9.00    -1772.1309        0.9747        0.0185       -0.0011        0.0768
     92    140      360.00       12.00    -1774.6005        0.8107        0.0092        0.0100        0.0365
     92    140      360.00       15.00    -1776.5529        0.9008        0.0062        0.0043        0.0279
     92    140      360.00       18.00    -1778.3670        0.9129        0.0066        0.0043        0.0277
     92    140      360.00       21.00    -1779.9307        0.9855        0.0067        0.0036        0.0263
     92    140      360.00       24.00    -1780.9882        1.0299        0.0067        0.0025        0.0234
     92    140      360.00       27.00    -1781.5844        1.0768        0.0071       -0.0001        0.0238
     92    140      360.00       30.00    -1782.3843        2.1409        0.0093        0.0004        0.0285
     92    140      360.00       33.00    -1782.4670        2.1024        0.0117       -0.0023        0.0383
     92    140      360.00       36.00    -1781.1856        2.0681        0.0103       -0.0031        0.0317
     92    140      360.00       39.00    -1781.1962        0.5958        0.0189       -0.0127        0.0484
     92    140      360.00       42.00    -1776.7419        2.3338        0.0086       -0.0063        0.0261
     92    140      360.00       45.00    -1779.4713        0.6173        0.0197       -0.0187        0.0543
     92    140      360.00       48.00    -1776.1310        2.1317        0.0149       -0.0115        0.0400
     92    140      360.00       51.00    -1777.8930        0.5472        0.0144       -0.0047        0.0483
     92    140      360.00       54.00    -1776.6529        0.4982        0.0150       -0.0083        0.0569
     92    140      360.00       57.00    -1775.0529        0.5358        0.0149       -0.0106        0.0443
     92    140      360.00       60.00    -1774.1234        0.5464        0.0154       -0.0114        0.0483
     92    140      368.00        0.00    -1768.8657        0.8339        0.0195        0.0062        0.0777
     92    140      368.00        3.00    -1770.2613        0.8701        0.0208        0.0047        0.0826
     92    140      368.00        6.00    -1771.3138        0.9217        0.0141       -0.0133        0.0619
     92    140      368.00        9.00    -1773.2426        0.9166        0.0120       -0.0098        0.0523
     92    140      368.00       12.00    -1775.3838        0.9349        0.0079       -0.0012        0.0355
     92    140      368.00       15.00    -1777.8279        0.8910        0.0061        0.0044        0.0271
     92    140      368.00       18.00    -1779.6356        0.9107        0.0062        0.0040        0.0265
     92    140      368.00       21.00    -1781.2902        0.9561        0.0065        0.0037        0.0259
     92    140      368.00       24.00    -1782.4542        1.0222        0.0064        0.0024        0.0231
     92    140      368.00       27.00    -1783.1665        1.0471        0.0066        0.0010        0.0214
     92    140      368.00       30.00    -1783.8677        1.5481        0.0076        0.0000        0.0235
     92    140      368.00       33.00    -1784.2710        2.1199        0.0109       -0.0004        0.0350
     92    140      368.00       36.00    -1782.8921        2.0519        0.0113       -0.0024        0.0326
     92    140      368.00       39.00    -1783.1182        2.0325        0.0134       -0.0050        0.0367
     92    140      368.00       42.00    -1778.5917        2.2627        0.0091       -0.0054        0.0238
     92    140      368.00       45.00    -1778.7363        2.3684        0.0099       -0.0076        0.0300
     92    140      368.00       48.00    -1778.3859        2.2424        0.0131       -0.0104        0.0369
     92    140      368.00       51.00    -1777.4919        1.9769        0.0154       -0.0110        0.0391
     92    140      368.00       54.00    -1779.0232        0.5110        0.0144       -0.0063        0.0511
     92    140      368.00       57.00    -1777.4186        0.5557        0.0135       -0.0099        0.0399
     92    140      368.00       60.00    -1776.3582        0.5281        0.0150       -0.0107        0.0452
     92    140      376.00        0.00    -1770.5671        0.7372        0.0303        0.0215        0.1255
     92    140      376.00        3.00    -1771.8121        0.7650        0.0229        0.0035        0.0893
     92    140      376.00        6.00    -1773.4819        0.9040        0.0230        0.0049        0.0829
     92    140      376.00        9.00    -1775.3315        0.7952        0.0179        0.0182        0.0700
     92    140      376.00       12.00    -1777.2187        0.7389        0.0116        0.0143        0.0435
     92    140      376.00       15.00    -1779.1249        0.8029        0.0072        0.0058        0.0293
     92    140      376.00       18.00    -1780.9923        0.7849        0.0071        0.0050        0.0284
     92    140      376.00       21.00    -1782.6792        0.7970        0.0076        0.0050        0.0283
     92    140      376.00       24.00    -1784.0730        1.1330        0.0083        0.0051        0.0284
     92    140      376.00       27.00    -1784.8662        0.9076        0.0085        0.0040        0.0241
     92    140      376.00       30.00    -1785.5391        1.2283        0.0111        0.0065        0.0246
     92    140      376.00       33.00    -1785.9198        2.1408        0.0097        0.0001        0.0300
     92    140      376.00       36.00    -1784.4537        2.0076        0.0103       -0.0017        0.0289
     92    140      376.00       39.00    -1784.7816        2.0716        0.0101       -0.0035        0.0303
     92    140      376.00       42.00    -1784.5375        0.4322        0.0237       -0.0141        0.0658
     92    140      376.00       45.00    -1780.5708        2.3681        0.0086       -0.0063        0.0258
     92    140      376.00       48.00    -1780.4645        2.3190        0.0113       -0.0091        0.0332
     92    140      376.00       51.00    -1779.8070        2.0950        0.0143       -0.0109        0.0379
     92    140      376.00       54.00    -1778.6823        1.8090        0.0145       -0.0098        0.0365
     92    140      376.00       57.00    -1776.8848        0.4935        0.0338       -0.0511        0.1056
     92    140      376.00       60.00    -1775.9870        0.4560        0.0458       -0.0687        0.1278
     92    140      384.00        0.00    -1772.0930        0.7300        0.0288        0.0206        0.1178
     92    140      384.00        3.00    -1773.2459        0.7551        0.0219        0.0026        0.0857
     92    140      384.00        6.00    -1774.8196        0.8425        0.0223        0.0030        0.0814
     92    140      384.00        9.00    -1776.6127        0.8516        0.0197        0.0166        0.0751
     92    140      384.00       12.00    -1778.4496        0.7376        0.0118        0.0153        0.0449
     92    140      384.00       15.00    -1780.2995        0.7716        0.0077        0.0067        0.0298
     92    140      384.00       18.00    -1782.1694        0.8043        0.0066        0.0045        0.0270
     92    140      384.00       21.00    -1783.8669        0.7894        0.0072        0.0046        0.0272
     92    140      384.00       24.00    -1785.3558        0.9233        0.0077        0.0048        0.0271
     92    140      384.00       27.00    -1786.2732        0.9042        0.0081        0.0037        0.0245
     92    140      384.00       30.00    -1786.9543        1.0153        0.0089        0.0044        0.0217
     92    140      384.00       33.00    -1787.4252        2.1678        0.0083        0.0001        0.0247
     92    140      384.00       36.00    -1787.5780        2.1340        0.0107       -0.0015        0.0345
