   Q20	    Q22	  pairing    E_HFB         E_ZPE     B2020      B2222       Bpairpair   B2022       B20pair     B22pair       \Delta_n    \Delta_p  	
   57.00    1.00   50.00   -1791.632       4.367    0.005914    0.016937    0.000156   -0.000205   -0.000195   -0.000046       1.772       1.778
   57.00    1.00   51.00   -1791.469       4.381    0.005828    0.016683    0.000152   -0.000194   -0.000188   -0.000046       1.782       1.788
   57.00    1.00   52.00   -1791.303       4.394    0.005733    0.016428    0.000149   -0.000164   -0.000183   -0.000048       1.791       1.797
   57.00    1.00   53.00   -1791.134       4.407    0.005626    0.016170    0.000148   -0.000110   -0.000181   -0.000053       1.801       1.806
   57.00    2.00    0.00   -1796.060       3.576    0.016394    0.045838    0.000673   -0.005893   -0.000229    0.000120       1.187       1.151
   57.00    2.00    1.00   -1796.060       3.592    0.015557    0.046424    0.001325   -0.005670   -0.001048    0.002468       1.202       1.167
   57.00    2.00    2.00   -1796.051       3.609    0.015433    0.046510    0.001230   -0.006172   -0.000982    0.002008       1.217       1.182
   57.00    2.00    3.00   -1796.045       3.629    0.014957    0.045202    0.000867   -0.005914   -0.000659    0.001092       1.233       1.197
   57.00    2.00    4.00   -1796.027       3.646    0.014588    0.043924    0.000708   -0.005715   -0.000549    0.000677       1.246       1.212
   57.00    2.00    5.00   -1796.010       3.665    0.014230    0.042612    0.000771   -0.005493   -0.000671    0.000810       1.261       1.226
   57.00    2.00    6.00   -1795.993       3.685    0.013799    0.041185    0.000706   -0.005174   -0.000616    0.000644       1.275       1.241
   57.00    2.00    7.00   -1795.967       3.703    0.013408    0.039175    0.000619   -0.004666   -0.000544    0.000376       1.288       1.256
   57.00    2.00    8.00   -1795.938       3.721    0.013041    0.038710    0.000579   -0.004611   -0.000522    0.000377       1.301       1.271
   57.00    2.00    9.00   -1795.906       3.739    0.012710    0.037512    0.000511   -0.004341   -0.000475    0.000246       1.313       1.286
   57.00    2.00   10.00   -1795.866       3.756    0.012406    0.036422    0.000427   -0.004095   -0.000384    0.000064       1.325       1.299
   57.00    2.00   11.00   -1795.823       3.772    0.012084    0.035663    0.000383   -0.003952   -0.000320   -0.000014       1.337       1.312
   57.00    2.00   12.00   -1795.777       3.789    0.012122    0.034837    0.000476   -0.003991   -0.000550    0.000219       1.349       1.325
   57.00    2.00   13.00   -1795.737       3.809    0.011498    0.033924    0.000429   -0.003580   -0.000435    0.000128       1.364       1.338
   57.00    2.00   14.00   -1795.684       3.825    0.011278    0.033474    0.000292   -0.003592   -0.000156   -0.000235       1.375       1.351
   57.00    2.00   15.00   -1795.629       3.841    0.010005    0.032156    0.000410   -0.002360   -0.000260    0.000122       1.386       1.363
   57.00    2.00   16.00   -1795.579       3.861    0.010558    0.034159    0.000494   -0.003801   -0.000514    0.000610       1.398       1.379
   57.00    2.00   17.00   -1795.521       3.878    0.009242    0.033136    0.001189   -0.001979   -0.000407    0.001701       1.410       1.393
   57.00    2.00   18.00   -1795.447       3.898    0.012065    0.029801    0.001726   -0.003472   -0.002215    0.001314       1.425       1.409
   57.00    2.00   19.00   -1795.372       3.914    0.010759    0.029567    0.000490   -0.003105    0.000690   -0.001132       1.438       1.423
   57.00    2.00   20.00   -1795.318       3.927    0.010038    0.028742    0.000393   -0.002592   -0.000539    0.000172       1.444       1.429
   57.00    2.00   21.00   -1795.218       3.947    0.009854    0.028090    0.002387   -0.002441   -0.001889    0.001637       1.461       1.447
   57.00    2.00   22.00   -1795.137       3.962    0.009637    0.027449    0.000375   -0.002285   -0.000499    0.000099       1.472       1.459
   57.00    2.00   23.00   -1795.060       3.981    0.009425    0.026823    0.000361   -0.002140   -0.000480    0.000076       1.483       1.474
   57.00    2.00   24.00   -1794.973       3.996    0.009292    0.025856    0.000335   -0.001824   -0.000468   -0.000004       1.494       1.486
   57.00    2.00   25.00   -1794.886       4.013    0.009094    0.025975    0.000334   -0.002049   -0.000456    0.000072       1.505       1.498
   57.00    2.00   26.00   -1794.798       4.030    0.008717    0.025126    0.000313   -0.001687   -0.000406    0.000011       1.516       1.512
   57.00    2.00   27.00   -1794.702       4.045    0.008735    0.024594    0.000292   -0.001662   -0.000413    0.000000       1.527       1.523
   57.00    2.00   28.00   -1794.601       4.060    0.008593    0.024098    0.000280   -0.001573   -0.000380   -0.000035       1.538       1.535
   57.00    2.00   29.00   -1794.504       4.077    0.008386    0.023656    0.000269   -0.001474   -0.000359   -0.000047       1.548       1.547
   57.00    2.00   30.00   -1794.398       4.092    0.008231    0.023116    0.000277   -0.001339   -0.000383   -0.000032       1.559       1.558
   57.00    2.00   31.00   -1794.293       4.108    0.008045    0.022719    0.000247   -0.001299   -0.000332   -0.000049       1.570       1.570
   57.00    2.00   32.00   -1794.184       4.124    0.007875    0.022363    0.000231   -0.001279   -0.000310   -0.000055       1.581       1.582
   57.00    2.00   33.00   -1794.072       4.139    0.007717    0.021975    0.000223   -0.001215   -0.000297   -0.000060       1.592       1.593
   57.00    2.00   34.00   -1793.955       4.154    0.007570    0.021568    0.000219   -0.001121   -0.000290   -0.000066       1.603       1.603
   57.00    2.00   35.00   -1793.835       4.169    0.007431    0.021151    0.000219   -0.001010   -0.000287   -0.000072       1.613       1.614
   57.00    2.00   36.00   -1793.713       4.183    0.007300    0.020735    0.000220   -0.000895   -0.000284   -0.000078       1.624       1.624
   57.00    2.00   37.00   -1793.587       4.198    0.007175    0.020332    0.000221   -0.000790   -0.000280   -0.000084       1.635       1.634
   57.00    2.00   38.00   -1793.460       4.213    0.007053    0.019952    0.000219   -0.000707   -0.000271   -0.000090       1.645       1.645
   57.00    2.00   39.00   -1793.331       4.228    0.006934    0.019606    0.000213   -0.000660   -0.000254   -0.000096       1.656       1.656
   57.00    2.00   40.00   -1793.201       4.244    0.006815    0.019306    0.000201   -0.000662   -0.000227   -0.000103       1.666       1.667
   57.00    2.00   41.00   -1793.071       4.260    0.006671    0.018962    0.000196   -0.000579   -0.000217   -0.000110       1.677       1.678
   57.00    2.00   42.00   -1792.936       4.275    0.006542    0.018635    0.000191   -0.000511   -0.000211   -0.000113       1.688       1.689
   57.00    2.00   43.00   -1792.798       4.291    0.006425    0.018325    0.000188   -0.000456   -0.000207   -0.000113       1.698       1.700
   57.00    2.00   44.00   -1792.657       4.306    0.006320    0.018029    0.000185   -0.000413   -0.000206   -0.000111       1.709       1.711
   57.00    2.00   45.00   -1792.511       4.321    0.006223    0.017745    0.000182   -0.000378   -0.000206   -0.000107       1.719       1.721
   57.00    2.00   46.00   -1792.363       4.335    0.006133    0.017473    0.000179   -0.000350   -0.000206   -0.000103       1.730       1.732
   57.00    2.00   47.00   -1792.211       4.349    0.006049    0.017210    0.000176   -0.000327   -0.000206   -0.000098       1.740       1.743
   57.00    2.00   48.00   -1792.056       4.364    0.005967    0.016954    0.000173   -0.000307   -0.000205   -0.000094       1.750       1.753
   57.00    2.00   49.00   -1791.899       4.378    0.005887    0.016705    0.000169   -0.000286   -0.000203   -0.000090       1.760       1.763
   57.00    2.00   50.00   -1791.738       4.391    0.005806    0.016459    0.000165   -0.000264   -0.000197   -0.000088       1.770       1.774
   57.00    2.00   51.00   -1791.575       4.405    0.005723    0.016217    0.000160   -0.000238   -0.000189   -0.000088       1.780       1.783
   57.00    2.00   52.00   -1791.409       4.419    0.005635    0.015975    0.000154   -0.000206   -0.000176   -0.000090       1.789       1.793
   57.00    2.00   53.00   -1791.240       4.432    0.005541    0.015732    0.000147   -0.000165   -0.000158   -0.000097       1.799       1.802
   58.00    0.00    0.00   -1796.029       3.567    0.013745    0.033977    0.000736    0.000000   -0.000056    0.000000       1.177       1.163
   58.00    0.00    1.00   -1796.030       3.578    0.013320    0.033908    0.000723    0.000000   -0.000107    0.000000       1.192       1.176
   58.00    0.00    2.00   -1796.025       3.598    0.012942    0.033447    0.000816    0.000000   -0.000177    0.000000       1.207       1.192
   58.00    0.00    3.00   -1796.012       3.616    0.012603    0.033024    0.000821    0.000000   -0.000247    0.000000       1.221       1.206
   58.00    0.00    4.00   -1796.001       3.636    0.012270    0.032594    0.000754    0.000000   -0.000277    0.000000       1.237       1.221
   58.00    0.00    5.00   -1795.979       3.653    0.011992    0.032188    0.000700    0.000000   -0.000321    0.000000       1.251       1.234
   58.00    0.00    6.00   -1795.963       3.673    0.011532    0.031747    0.000743    0.000000   -0.000197    0.000000       1.266       1.249
   58.00    0.00    7.00   -1795.940       3.692    0.011447    0.031323    0.000659    0.000000   -0.000388    0.000000       1.280       1.264
   58.00    0.00    8.00   -1795.907       3.709    0.011204    0.030923    0.000596    0.000000   -0.000391    0.000000       1.293       1.278
   58.00    0.00    9.00   -1795.874       3.727    0.010973    0.030501    0.000580    0.000000   -0.000407    0.000000       1.306       1.293
   58.00    0.00   10.00   -1795.838       3.745    0.010662    0.030064    0.000526    0.000000   -0.000361    0.000000       1.319       1.307
   58.00    0.00   11.00   -1795.793       3.761    0.010518    0.029620    0.000466    0.000000   -0.000374    0.000000       1.332       1.320
   58.00    0.00   12.00   -1795.746       3.777    0.010280    0.029161    0.000415    0.000000   -0.000341    0.000000       1.344       1.333
   58.00    0.00   13.00   -1795.696       3.793    0.010023    0.028729    0.000375    0.000000   -0.000302    0.000000       1.356       1.346
   58.00    0.00   14.00   -1795.642       3.809    0.009769    0.028262    0.000366    0.000000   -0.000284    0.000000       1.367       1.358
   58.00    0.00   15.00   -1795.593       3.826    0.010193    0.027895    0.000370    0.000000   -0.000418    0.000000       1.380       1.370
   58.00    0.00   16.00   -1795.538       3.844    0.009359    0.027364    0.000369    0.000000   -0.000297    0.000000       1.393       1.383
   58.00    0.00   17.00   -1795.479       3.860    0.009495    0.026937    0.000336    0.000000   -0.000350    0.000000       1.405       1.396
   58.00    0.00   18.00   -1795.412       3.876    0.009416    0.026529    0.000309    0.000000   -0.000343    0.000000       1.416       1.408
   58.00    0.00   19.00   -1795.343       3.891    0.010691    0.026650    0.000986    0.000000   -0.001395    0.000000       1.427       1.420
   58.00    0.00   20.00   -1795.270       3.912    0.010071    0.026039    0.001712    0.000000   -0.001736    0.000000       1.443       1.439
   58.00    0.00   21.00   -1795.181       3.927    0.010871    0.026173    0.000674    0.000000   -0.001213    0.000000       1.456       1.453
   58.00    0.00   22.00   -1795.109       3.945    0.008985    0.025821    0.000373    0.000000   -0.000499    0.000000       1.467       1.468
   58.00    0.00   23.00   -1795.022       3.960    0.009301    0.025480    0.000374    0.000000   -0.000599    0.000000       1.479       1.480
   58.00    0.00   24.00   -1794.933       3.975    0.008707    0.025138    0.000357    0.000000   -0.000504    0.000000       1.490       1.491
   58.00    0.00   25.00   -1794.841       3.990    0.008570    0.024797    0.000344    0.000000   -0.000494    0.000000       1.501       1.503
   58.00    0.00   26.00   -1794.746       4.005    0.008457    0.024457    0.000339    0.000000   -0.000490    0.000000       1.512       1.515
   58.00    0.00   27.00   -1794.651       4.020    0.008325    0.024100    0.000325    0.000000   -0.000475    0.000000       1.523       1.527
   58.00    0.00   28.00   -1794.550       4.035    0.008195    0.023532    0.000314    0.000000   -0.000462    0.000000       1.534       1.539
   58.00    0.00   29.00   -1794.453       4.051    0.008027    0.023397    0.000304    0.000000   -0.000447    0.000000       1.545       1.552
   58.00    0.00   30.00   -1794.345       4.066    0.008346    0.023060    0.000290    0.000000   -0.000493    0.000000       1.556       1.563
   58.00    0.00   31.00   -1794.238       4.081    0.007809    0.022703    0.000290    0.000000   -0.000425    0.000000       1.567       1.575
   58.00    0.00   32.00   -1794.128       4.096    0.007700    0.022312    0.000280    0.000000   -0.000419    0.000000       1.578       1.586
   58.00    0.00   33.00   -1794.017       4.111    0.007590    0.021958    0.000268    0.000000   -0.000412    0.000000       1.589       1.598
   58.00    0.00   34.00   -1793.902       4.127    0.007478    0.021633    0.000254    0.000000   -0.000402    0.000000       1.600       1.609
   58.00    0.00   35.00   -1793.785       4.142    0.007361    0.021326    0.000240    0.000000   -0.000391    0.000000       1.611       1.620
   58.00    0.00   36.00   -1793.664       4.158    0.007240    0.021031    0.000227    0.000000   -0.000378    0.000000       1.621       1.631
   58.00    0.00   37.00   -1793.540       4.173    0.007112    0.020737    0.000216    0.000000   -0.000363    0.000000       1.632       1.642
   58.00    0.00   38.00   -1793.413       4.188    0.006976    0.020435    0.000209    0.000000   -0.000346    0.000000       1.643       1.653
   58.00    0.00   39.00   -1793.281       4.202    0.006831    0.020118    0.000206    0.000000   -0.000329    0.000000       1.653       1.663
   58.00    0.00   40.00   -1793.146       4.216    0.006677    0.019777    0.000209    0.000000   -0.000310    0.000000       1.664       1.673
   58.00    0.00   41.00   -1793.015       4.233    0.006526    0.019468    0.000212    0.000000   -0.000304    0.000000       1.675       1.684
   58.00    0.00   42.00   -1792.881       4.249    0.006401    0.019165    0.000212    0.000000   -0.000296    0.000000       1.686       1.695
   58.00    0.00   43.00   -1792.742       4.264    0.006298    0.018870    0.000209    0.000000   -0.000287    0.000000       1.697       1.706
   58.00    0.00   44.00   -1792.600       4.279    0.006213    0.018580    0.000204    0.000000   -0.000277    0.000000       1.708       1.717
   58.00    0.00   45.00   -1792.454       4.294    0.006140    0.018298    0.000198    0.000000   -0.000267    0.000000       1.718       1.727
   58.00    0.00   46.00   -1792.305       4.308    0.006077    0.018022    0.000190    0.000000   -0.000256    0.000000       1.728       1.738
   58.00    0.00   47.00   -1792.153       4.322    0.006019    0.017752    0.000182    0.000000   -0.000245    0.000000       1.738       1.748
   58.00    0.00   48.00   -1791.997       4.336    0.005961    0.017489    0.000174    0.000000   -0.000235    0.000000       1.748       1.758
   58.00    0.00   49.00   -1791.838       4.350    0.005899    0.017232    0.000167    0.000000   -0.000226    0.000000       1.758       1.768
   58.00    0.00   50.00   -1791.677       4.363    0.005829    0.016981    0.000160    0.000000   -0.000218    0.000000       1.768       1.778
   58.00    0.00   51.00   -1791.513       4.377    0.005748    0.016736    0.000155    0.000000   -0.000211    0.000000       1.777       1.788
   58.00    0.00   52.00   -1791.346       4.390    0.005650    0.016497    0.000153    0.000000   -0.000206    0.000000       1.787       1.798
   58.00    0.00   53.00   -1791.176       4.404    0.005532    0.016263    0.000152    0.000000   -0.000203    0.000000       1.797       1.808
   58.00    1.00    0.00   -1796.057       3.561    0.013987    0.036293    0.000775   -0.001072   -0.000111    0.000317       1.176       1.161
   58.00    1.00    1.00   -1796.059       3.588    0.013654    0.036855    0.000877   -0.001438   -0.000282    0.000789       1.193       1.175
   58.00    1.00    2.00   -1796.054       3.607    0.013291    0.036459    0.000786   -0.001563   -0.000261    0.000548       1.207       1.190
   58.00    1.00    3.00   -1796.040       3.625    0.012952    0.035954    0.000792   -0.001637   -0.000325    0.000569       1.221       1.205
   58.00    1.00    4.00   -1796.029       3.645    0.012612    0.035291    0.000761   -0.001649   -0.000354    0.000505       1.237       1.219
   58.00    1.00    5.00   -1796.008       3.663    0.012331    0.034758    0.000733   -0.001691   -0.000397    0.000480       1.251       1.233
   58.00    1.00    6.00   -1795.991       3.683    0.012022    0.034141    0.000720   -0.001702   -0.000421    0.000460       1.265       1.248
   58.00    1.00    7.00   -1795.969       3.702    0.011804    0.033489    0.000648   -0.001719   -0.000453    0.000384       1.280       1.263
   58.00    1.00    8.00   -1795.936       3.719    0.011425    0.032895    0.000597   -0.001599   -0.000397    0.000346       1.293       1.276
   58.00    1.00    9.00   -1795.903       3.737    0.011236    0.032245    0.000563   -0.001601   -0.000417    0.000276       1.306       1.291
   58.00    1.00   10.00   -1795.867       3.755    0.010987    0.031597    0.000490   -0.001524   -0.000390    0.000189       1.319       1.306
   58.00    1.00   11.00   -1795.823       3.772    0.010714    0.030977    0.000424   -0.001427   -0.000341    0.000114       1.331       1.319
   58.00    1.00   12.00   -1795.776       3.788    0.010401    0.030426    0.000406   -0.001312   -0.000318    0.000099       1.343       1.331
   58.00    1.00   13.00   -1795.726       3.804    0.010203    0.029840    0.000373   -0.001266   -0.000302    0.000062       1.355       1.344
   58.00    1.00   14.00   -1795.673       3.820    0.009936    0.029386    0.000446   -0.001221   -0.000357    0.000151       1.367       1.356
   58.00    1.00   15.00   -1795.627       3.840    0.009995    0.029884    0.000376   -0.001700   -0.000362    0.000208       1.381       1.369
   58.00    1.00   16.00   -1795.569       3.856    0.009519    0.028337    0.000301   -0.001133   -0.000223   -0.000017       1.392       1.381
   58.00    1.00   17.00   -1795.510       3.872    0.009557    0.029521    0.000340   -0.001776   -0.000339    0.000258       1.404       1.394
   58.00    1.00   18.00   -1795.443       3.888    0.009276    0.027995    0.001010   -0.001381   -0.000772    0.000797       1.415       1.406
   58.00    1.00   19.00   -1795.363       3.906    0.011006    0.028656    0.000761   -0.002866   -0.001224    0.000896       1.431       1.422
   58.00    1.00   20.00   -1795.306       3.925    0.011263    0.027615    0.000639   -0.002459   -0.001179    0.000546       1.441       1.437
   58.00    1.00   21.00   -1795.215       3.941    0.011426    0.026791    0.000997   -0.002017   -0.001682    0.000580       1.455       1.451
   58.00    1.00   22.00   -1795.140       3.959    0.010279    0.026398    0.000405   -0.001758   -0.000729    0.000183       1.467       1.466
   58.00    1.00   23.00   -1795.055       3.974    0.008951    0.025966    0.000361   -0.001289   -0.000504    0.000153       1.478       1.478
   58.00    1.00   24.00   -1794.966       3.989    0.008797    0.025549    0.000349   -0.001229   -0.000490    0.000136       1.489       1.490
   58.00    1.00   25.00   -1794.874       4.004    0.008399    0.025130    0.000336   -0.001065   -0.000434    0.000119       1.500       1.502
   58.00    1.00   26.00   -1794.779       4.019    0.008507    0.024720    0.000331   -0.001109   -0.000470    0.000108       1.511       1.513
   58.00    1.00   27.00   -1794.685       4.035    0.008384    0.024303    0.000221   -0.001047   -0.000225   -0.000082       1.522       1.526
   58.00    1.00   28.00   -1794.600       4.051    0.008224    0.023886    0.000310   -0.000993   -0.000444    0.000079       1.532       1.538
   58.00    1.00   29.00   -1794.487       4.066    0.007991    0.023504    0.000487   -0.000904   -0.000638    0.000223       1.544       1.550
   58.00    1.00   30.00   -1794.379       4.081    0.007955    0.023123    0.000299   -0.000884   -0.000445    0.000071       1.555       1.561
   58.00    1.00   31.00   -1794.275       4.097    0.007678    0.022742    0.000235   -0.000892   -0.000337    0.000022       1.566       1.573
   58.00    1.00   32.00   -1794.167       4.113    0.007518    0.022312    0.000225   -0.000839   -0.000325   -0.000011       1.577       1.585
   58.00    1.00   33.00   -1794.054       4.128    0.007390    0.021914    0.000224   -0.000773   -0.000328   -0.000029       1.588       1.596
   58.00    1.00   34.00   -1793.937       4.143    0.007285    0.021545    0.000230   -0.000700   -0.000341   -0.000036       1.599       1.607
   58.00    1.00   35.00   -1793.817       4.158    0.007195    0.021199    0.000240   -0.000625   -0.000358   -0.000033       1.610       1.618
   58.00    1.00   36.00   -1793.694       4.172    0.007110    0.020871    0.000250   -0.000555   -0.000374   -0.000026       1.620       1.628
   58.00    1.00   37.00   -1793.568       4.187    0.007022    0.020557    0.000257   -0.000494   -0.000383   -0.000016       1.631       1.639
   58.00    1.00   38.00   -1793.440       4.202    0.006923    0.020252    0.000257   -0.000450   -0.000379   -0.000008       1.642       1.650
   58.00    1.00   39.00   -1793.311       4.217    0.006803    0.019950    0.000248   -0.000427   -0.000356   -0.000005       1.652       1.661
   58.00    1.00   40.00   -1793.180       4.232    0.006655    0.019647    0.000225   -0.000431   -0.000309   -0.000009       1.663       1.672
   58.00    1.00   41.00   -1793.049       4.248    0.006542    0.019309    0.000225   -0.000342   -0.000309   -0.000018       1.674       1.683
   58.00    1.00   42.00   -1792.914       4.264    0.006439    0.018989    0.000221   -0.000281   -0.000305   -0.000024       1.685       1.694
   58.00    1.00   43.00   -1792.776       4.279    0.006344    0.018685    0.000216   -0.000243   -0.000296   -0.000028       1.696       1.705
   58.00    1.00   44.00   -1792.634       4.294    0.006256    0.018395    0.000209   -0.000224   -0.000285   -0.000030       1.707       1.716
   58.00    1.00   45.00   -1792.488       4.309    0.006173    0.018117    0.000200   -0.000219   -0.000271   -0.000031       1.717       1.726
   58.00    1.00   46.00   -1792.339       4.324    0.006094    0.017850    0.000191   -0.000224   -0.000257   -0.000032       1.728       1.737
   58.00    1.00   47.00   -1792.187       4.338    0.006018    0.017591    0.000182   -0.000234   -0.000242   -0.000032       1.738       1.747
   58.00    1.00   48.00   -1792.031       4.352    0.005943    0.017340    0.000174   -0.000245   -0.000228   -0.000031       1.748       1.757
   58.00    1.00   49.00   -1791.872       4.366    0.005868    0.017093    0.000166   -0.000252   -0.000216   -0.000031       1.758       1.767
   58.00    1.00   50.00   -1791.711       4.379    0.005792    0.016850    0.000159   -0.000252   -0.000206   -0.000031       1.768       1.777
   58.00    1.00   51.00   -1791.546       4.393    0.005713    0.016609    0.000155   -0.000239   -0.000199   -0.000032       1.777       1.787
   58.00    1.00   52.00   -1791.379       4.406    0.005630    0.016367    0.000153   -0.000210   -0.000197   -0.000034       1.787       1.797
   58.00    1.00   53.00   -1791.209       4.419    0.005542    0.016124    0.000154   -0.000159   -0.000199   -0.000038       1.796       1.807
   58.00    2.00    0.00   -1796.146       3.566    0.015095    0.042201    0.000713   -0.003470   -0.000220    0.000380       1.175       1.155
   58.00    2.00    1.00   -1796.153       3.584    0.014797    0.043630    0.001233   -0.004087   -0.000766    0.002084       1.192       1.170
   58.00    2.00    2.00   -1796.145       3.602    0.014537    0.043412    0.000899   -0.004447   -0.000555    0.001250       1.207       1.185
   58.00    2.00    3.00   -1796.138       3.623    0.014294    0.042532    0.000794   -0.004659   -0.000561    0.000991       1.222       1.199
   58.00    2.00    4.00   -1796.121       3.641    0.013768    0.041271    0.000711   -0.004321   -0.000500    0.000799       1.236       1.213
   58.00    2.00    5.00   -1796.099       3.659    0.013413    0.040213    0.000731   -0.004219   -0.000530    0.000750       1.250       1.227
   58.00    2.00    6.00   -1796.090       3.682    0.013026    0.037507    0.000688   -0.003701   -0.000520    0.000453       1.265       1.243
   58.00    2.00    7.00   -1796.061       3.700    0.012671    0.037929    0.000607   -0.003885   -0.000479    0.000507       1.279       1.257
   58.00    2.00    8.00   -1796.037       3.721    0.012309    0.036812    0.000553   -0.003677   -0.000436    0.000377       1.292       1.273
   58.00    2.00    9.00   -1796.000       3.738    0.012076    0.035700    0.000478   -0.003544   -0.000411    0.000243       1.304       1.287
   58.00    2.00   10.00   -1795.961       3.756    0.011706    0.034756    0.000439   -0.003299   -0.000367    0.000157       1.316       1.300
   58.00    2.00   11.00   -1795.917       3.773    0.011342    0.033976    0.000422   -0.003096   -0.000348    0.000144       1.329       1.313
   58.00    2.00   12.00   -1795.870       3.790    0.010989    0.033430    0.000388   -0.002958   -0.000302    0.000107       1.341       1.326
   58.00    2.00   13.00   -1795.821       3.807    0.010971    0.032401    0.000392   -0.002948   -0.000363    0.000097       1.352       1.338
   58.00    2.00   14.00   -1795.773       3.825    0.010409    0.031713    0.000870   -0.002577   -0.000698    0.000841       1.366       1.351
   58.00    2.00   15.00   -1795.710       3.843    0.010094    0.030766    0.000362   -0.002336   -0.000274    0.000027       1.380       1.366
   58.00    2.00   16.00   -1795.662       3.861    0.010167    0.031251    0.000568   -0.002830   -0.000582    0.000592       1.390       1.376
   58.00    2.00   17.00   -1795.592       3.880    0.009958    0.029770    0.000626   -0.002495   -0.000636    0.000538       1.405       1.393
   58.00    2.00   18.00   -1795.538       3.898    0.011418    0.031121    0.000369   -0.004260   -0.000555    0.000251       1.415       1.405
   58.00    2.00   19.00   -1795.471       3.918    0.012170    0.028694    0.001096   -0.003712   -0.001808    0.001053       1.429       1.421
   58.00    2.00   20.00   -1795.392       3.935    0.008523    0.029837    0.000562   -0.001509   -0.000240    0.000797       1.442       1.435
   58.00    2.00   21.00   -1795.313       3.951    0.009482    0.027754    0.000388   -0.002402   -0.000504    0.000236       1.453       1.447
   58.00    2.00   22.00   -1795.234       3.969    0.009571    0.027108    0.000380   -0.002442   -0.000528    0.000192       1.465       1.460
   58.00    2.00   23.00   -1795.154       3.986    0.009106    0.026524    0.000356   -0.002139   -0.000465    0.000159       1.476       1.473
   58.00    2.00   24.00   -1795.066       4.002    0.008935    0.025968    0.000332   -0.002027   -0.000442    0.000131       1.487       1.485
   58.00    2.00   25.00   -1794.974       4.018    0.008765    0.025434    0.000327   -0.001923   -0.000433    0.000117       1.498       1.497
   58.00    2.00   26.00   -1794.884       4.035    0.008610    0.024910    0.000315   -0.001817   -0.000424    0.000096       1.509       1.510
   58.00    2.00   27.00   -1794.786       4.050    0.008845    0.024405    0.000307   -0.001928   -0.000459    0.000073       1.520       1.521
   58.00    2.00   28.00   -1794.692       4.067    0.008293    0.024441    0.000299   -0.001853   -0.000399    0.000125       1.531       1.534
   58.00    2.00   29.00   -1794.588       4.083    0.008451    0.023439    0.000278   -0.001689   -0.000418    0.000046       1.542       1.546
   58.00    2.00   30.00   -1794.482       4.098    0.007938    0.022995    0.000276   -0.001410   -0.000370    0.000044       1.553       1.557
   58.00    2.00   31.00   -1794.378       4.115    0.007752    0.022489    0.000237   -0.001290   -0.000311   -0.000014       1.564       1.569
   58.00    2.00   32.00   -1794.270       4.131    0.007601    0.022150    0.000210   -0.001284   -0.000281   -0.000038       1.575       1.581
   58.00    2.00   33.00   -1794.157       4.147    0.007457    0.021787    0.000198   -0.001234   -0.000267   -0.000048       1.586       1.592
   58.00    2.00   34.00   -1794.040       4.162    0.007319    0.021407    0.000198   -0.001153   -0.000264   -0.000048       1.597       1.603
   58.00    2.00   35.00   -1793.920       4.177    0.007187    0.021019    0.000205   -0.001053   -0.000267   -0.000042       1.608       1.614
   58.00    2.00   36.00   -1793.796       4.192    0.007062    0.020630    0.000216   -0.000948   -0.000273   -0.000033       1.618       1.624
   58.00    2.00   37.00   -1793.670       4.207    0.006943    0.020249    0.000227   -0.000852   -0.000278   -0.000026       1.629       1.635
   58.00    2.00   38.00   -1793.542       4.222    0.006831    0.019885    0.000232   -0.000777   -0.000276   -0.000024       1.640       1.646
   58.00    2.00   39.00   -1793.412       4.237    0.006725    0.019545    0.000228   -0.000736   -0.000265   -0.000031       1.650       1.657
   58.00    2.00   40.00   -1793.281       4.253    0.006626    0.019239    0.000212   -0.000744   -0.000238   -0.000050       1.661       1.668
   58.00    2.00   41.00   -1793.148       4.269    0.006498    0.018895    0.000206   -0.000660   -0.000232   -0.000060       1.672       1.678
   58.00    2.00   42.00   -1793.011       4.285    0.006382    0.018572    0.000201   -0.000592   -0.000227   -0.000066       1.683       1.689
   58.00    2.00   43.00   -1792.871       4.300    0.006277    0.018268    0.000196   -0.000538   -0.000224   -0.000069       1.694       1.699
   58.00    2.00   44.00   -1792.728       4.315    0.006180    0.017979    0.000192   -0.000496   -0.000222   -0.000070       1.705       1.710
   58.00    2.00   45.00   -1792.582       4.330    0.006091    0.017705    0.000188   -0.000463   -0.000221   -0.000068       1.715       1.720
   58.00    2.00   46.00   -1792.433       4.344    0.006008    0.017442    0.000184   -0.000436   -0.000220   -0.000066       1.726       1.731
   58.00    2.00   47.00   -1792.280       4.359    0.005928    0.017187    0.000180   -0.000414   -0.000218   -0.000063       1.736       1.741
   58.00    2.00   48.00   -1792.125       4.373    0.005852    0.016940    0.000176   -0.000394   -0.000216   -0.000060       1.746       1.752
   58.00    2.00   49.00   -1791.967       4.387    0.005776    0.016697    0.000172   -0.000373   -0.000212   -0.000059       1.756       1.762
   58.00    2.00   50.00   -1791.806       4.401    0.005700    0.016455    0.000168   -0.000349   -0.000207   -0.000058       1.766       1.773
   58.00    2.00   51.00   -1791.642       4.415    0.005621    0.016214    0.000163   -0.000319   -0.000199   -0.000061       1.776       1.783
   58.00    2.00   52.00   -1791.475       4.428    0.005539    0.015969    0.000157   -0.000282   -0.000188   -0.000065       1.785       1.793
   58.00    2.00   53.00   -1791.305       4.442    0.005451    0.015720    0.000152   -0.000234   -0.000173   -0.000074       1.795       1.803
