   Q20	    Q22	  pairing    E_HFB         E_ZPE     B2020      B2222       Bpairpair   B2022       B20pair     B22pair       \Delta_n    \Delta_p  	
   42.00    2.00    9.00   -1799.314       3.616    0.018686    0.045961    0.000728    0.011350    0.001753    0.000741       1.196       1.229
   42.00    2.00   10.00   -1799.273       3.636    0.017958    0.043344    0.000617    0.010400    0.001536    0.000538       1.211       1.241
   42.00    2.00   11.00   -1799.229       3.655    0.017256    0.040043    0.000575    0.009091    0.001427    0.000341       1.226       1.253
   42.00    2.00   12.00   -1799.180       3.675    0.016601    0.039228    0.000540    0.008832    0.001335    0.000362       1.241       1.266
   42.00    2.00   13.00   -1799.129       3.695    0.015973    0.037437    0.000506    0.008153    0.001241    0.000290       1.256       1.278
   42.00    2.00   14.00   -1799.074       3.714    0.015048    0.035807    0.000475    0.007327    0.001127    0.000224       1.270       1.290
   42.00    2.00   15.00   -1799.015       3.734    0.014844    0.034312    0.000451    0.006966    0.001092    0.000181       1.284       1.302
   42.00    2.00   16.00   -1798.953       3.753    0.014310    0.032929    0.000428    0.006443    0.001024    0.000140       1.298       1.314
   42.00    2.00   17.00   -1798.888       3.773    0.013805    0.031664    0.000405    0.005971    0.000959    0.000101       1.312       1.325
   42.00    2.00   18.00   -1798.819       3.792    0.013335    0.030505    0.000386    0.005549    0.000903    0.000075       1.326       1.337
   42.00    2.00   19.00   -1798.747       3.811    0.011968    0.029907    0.000371    0.004827    0.000777    0.000092       1.339       1.349
   42.00    2.00   20.00   -1798.672       3.831    0.012446    0.028452    0.000355    0.004796    0.000810    0.000039       1.353       1.361
   42.00    2.00   21.00   -1798.593       3.850    0.011704    0.027395    0.000347    0.004213    0.000743   -0.000001       1.366       1.372
   42.00    2.00   22.00   -1798.515       3.870    0.011654    0.026638    0.000278    0.004149    0.000438   -0.000306       1.380       1.384
   42.00    2.00   23.00   -1798.435       3.890    0.011454    0.025766    0.000320    0.003946    0.000686   -0.000033       1.392       1.395
   42.00    2.00   24.00   -1798.348       3.911    0.011234    0.024978    0.000444    0.003721    0.000998    0.000269       1.406       1.409
   42.00    2.00   25.00   -1798.259       3.931    0.010703    0.024224    0.000295    0.003362    0.000619   -0.000051       1.419       1.421
   42.00    2.00   26.00   -1798.164       3.949    0.010881    0.023560    0.000292    0.003386    0.000643   -0.000031       1.432       1.432
   42.00    2.00   27.00   -1798.068       3.969    0.010075    0.022927    0.000301    0.002947    0.000638    0.000017       1.446       1.444
   42.00    2.00   28.00   -1797.966       3.988    0.009711    0.022250    0.000271    0.002703    0.000539   -0.000045       1.458       1.455
   42.00    2.00   29.00   -1797.863       4.007    0.009513    0.021736    0.000264    0.002602    0.000518   -0.000040       1.470       1.467
   42.00    2.00   30.00   -1797.755       4.025    0.009243    0.021230    0.000270    0.002440    0.000536   -0.000007       1.482       1.479
   42.00    2.00   31.00   -1797.642       4.044    0.009071    0.020713    0.000255    0.002310    0.000498   -0.000039       1.494       1.490
   42.00    2.00   32.00   -1797.528       4.063    0.008853    0.020224    0.000245    0.002175    0.000466   -0.000057       1.507       1.501
   42.00    2.00   33.00   -1797.411       4.081    0.008604    0.019761    0.000238    0.002040    0.000439   -0.000063       1.519       1.513
   42.00    2.00   34.00   -1797.292       4.100    0.008341    0.019322    0.000233    0.001907    0.000416   -0.000062       1.531       1.525
   42.00    2.00   35.00   -1797.170       4.119    0.008078    0.018905    0.000230    0.001781    0.000397   -0.000056       1.543       1.537
   42.00    2.00   36.00   -1797.045       4.137    0.007832    0.018507    0.000227    0.001666    0.000380   -0.000047       1.555       1.549
   42.00    2.00   37.00   -1796.917       4.156    0.007618    0.018126    0.000224    0.001565    0.000365   -0.000040       1.567       1.561
   42.00    2.00   38.00   -1796.785       4.175    0.007451    0.017760    0.000219    0.001482    0.000351   -0.000037       1.579       1.573
   42.00    2.00   39.00   -1796.650       4.193    0.007348    0.017408    0.000212    0.001421    0.000337   -0.000041       1.591       1.585
   42.00    2.00   40.00   -1796.510       4.212    0.007323    0.017066    0.000201    0.001385    0.000323   -0.000055       1.603       1.596
   42.00    2.00   41.00   -1796.367       4.229    0.007111    0.016747    0.000195    0.001286    0.000302   -0.000061       1.615       1.606
   42.00    2.00   42.00   -1796.222       4.247    0.006932    0.016439    0.000191    0.001202    0.000287   -0.000063       1.626       1.617
   42.00    2.00   43.00   -1796.073       4.265    0.006780    0.016141    0.000187    0.001131    0.000276   -0.000062       1.638       1.628
   42.00    2.00   44.00   -1795.921       4.283    0.006651    0.015853    0.000184    0.001072    0.000269   -0.000059       1.650       1.639
   42.00    2.00   45.00   -1795.767       4.301    0.006540    0.015575    0.000182    0.001022    0.000265   -0.000055       1.661       1.651
   42.00    2.00   46.00   -1795.609       4.319    0.006444    0.015308    0.000180    0.000979    0.000262   -0.000049       1.673       1.662
   42.00    2.00   47.00   -1795.447       4.337    0.006356    0.015050    0.000178    0.000942    0.000260   -0.000043       1.685       1.674
   42.00    2.00   48.00   -1795.282       4.354    0.006273    0.014802    0.000176    0.000909    0.000258   -0.000038       1.696       1.685
   42.00    2.00   49.00   -1795.113       4.371    0.006190    0.014564    0.000174    0.000877    0.000254   -0.000033       1.707       1.696
   42.00    2.00   50.00   -1794.941       4.388    0.006103    0.014336    0.000171    0.000845    0.000248   -0.000030       1.718       1.707
   42.00    2.00   51.00   -1794.764       4.404    0.006006    0.014117    0.000167    0.000811    0.000239   -0.000029       1.729       1.718
   42.00    2.00   52.00   -1794.583       4.419    0.005896    0.013908    0.000163    0.000772    0.000225   -0.000031       1.739       1.728
   42.00    2.00   53.00   -1794.398       4.434    0.005767    0.013709    0.000157    0.000727    0.000205   -0.000036       1.749       1.737
   43.00    0.00    0.00   -1798.833       3.423    0.028515    0.043926    0.001311    0.000000    0.003894    0.000000       1.072       1.126
   43.00    0.00    1.00   -1798.832       3.472    0.028321    0.044382    0.001777    0.000000    0.004789    0.000000       1.091       1.140
   43.00    0.00    2.00   -1798.821       3.480    0.027811    0.042979    0.001941    0.000000    0.005069    0.000000       1.110       1.155
   43.00    0.00    3.00   -1798.807       3.492    0.025557    0.041598    0.001438    0.000000    0.003997    0.000000       1.128       1.169
   43.00    0.00    4.00   -1798.788       3.506    0.024562    0.040185    0.001291    0.000000    0.003665    0.000000       1.145       1.182
   43.00    0.00    5.00   -1798.770       3.521    0.023446    0.038848    0.001187    0.000000    0.003383    0.000000       1.162       1.196
   43.00    0.00    6.00   -1798.752       3.538    0.022429    0.037874    0.001042    0.000000    0.003049    0.000000       1.178       1.212
   43.00    0.00    7.00   -1798.722       3.553    0.021202    0.036392    0.000906    0.000000    0.002697    0.000000       1.194       1.224
   43.00    0.00    8.00   -1798.687       3.568    0.020488    0.035311    0.000807    0.000000    0.002455    0.000000       1.209       1.238
   43.00    0.00    9.00   -1798.653       3.586    0.019589    0.034538    0.000723    0.000000    0.002213    0.000000       1.224       1.250
   43.00    0.00   10.00   -1798.616       3.605    0.018693    0.033213    0.000607    0.000000    0.001882    0.000000       1.240       1.262
   43.00    0.00   11.00   -1798.581       3.626    0.017926    0.032247    0.000632    0.000000    0.001921    0.000000       1.255       1.274
   43.00    0.00   12.00   -1798.531       3.641    0.017190    0.031368    0.000665    0.000000    0.001955    0.000000       1.268       1.287
   43.00    0.00   13.00   -1798.480       3.660    0.016490    0.030525    0.000388    0.000000    0.001165    0.000000       1.282       1.299
   43.00    0.00   14.00   -1798.440       3.683    0.014997    0.029691    0.000411    0.000000    0.001172    0.000000       1.297       1.310
   43.00    0.00   15.00   -1798.381       3.701    0.014952    0.028934    0.000653    0.000000    0.001747    0.000000       1.311       1.322
   43.00    0.00   16.00   -1798.318       3.719    0.015014    0.028218    0.000490    0.000000    0.001447    0.000000       1.324       1.333
   43.00    0.00   17.00   -1798.260       3.739    0.014541    0.027378    0.000394    0.000000    0.001180    0.000000       1.338       1.345
   43.00    0.00   18.00   -1798.193       3.758    0.013640    0.026645    0.000380    0.000000    0.001088    0.000000       1.352       1.356
   43.00    0.00   19.00   -1798.128       3.778    0.013142    0.026077    0.000348    0.000000    0.000977    0.000000       1.365       1.367
   43.00    0.00   20.00   -1798.056       3.797    0.013176    0.025440    0.000348    0.000000    0.001006    0.000000       1.378       1.378
   43.00    0.00   21.00   -1797.983       3.817    0.012255    0.024821    0.000330    0.000000    0.000895    0.000000       1.391       1.391
   43.00    0.00   22.00   -1797.905       3.836    0.011859    0.024237    0.000304    0.000000    0.000815    0.000000       1.403       1.402
   43.00    0.00   23.00   -1797.822       3.855    0.011478    0.023679    0.000303    0.000000    0.000792    0.000000       1.416       1.413
   43.00    0.00   24.00   -1797.741       3.874    0.011098    0.023133    0.000293    0.000000    0.000746    0.000000       1.428       1.426
   43.00    0.00   25.00   -1797.653       3.893    0.010789    0.022529    0.000281    0.000000    0.000703    0.000000       1.440       1.437
   43.00    0.00   26.00   -1797.565       3.914    0.010445    0.022107    0.000273    0.000000    0.000665    0.000000       1.454       1.448
   43.00    0.00   27.00   -1797.470       3.932    0.010688    0.021635    0.000257    0.000000    0.000666    0.000000       1.466       1.459
   43.00    0.00   28.00   -1797.371       3.950    0.009946    0.021182    0.000230    0.000000    0.000523    0.000000       1.477       1.470
   43.00    0.00   29.00   -1797.271       3.969    0.009586    0.020683    0.000226    0.000000    0.000457    0.000000       1.489       1.481
   43.00    0.00   30.00   -1797.175       3.990    0.009340    0.020312    0.000276    0.000000    0.000625    0.000000       1.502       1.493
   43.00    0.00   31.00   -1797.066       4.007    0.009024    0.019907    0.000228    0.000000    0.000478    0.000000       1.513       1.505
   43.00    0.00   32.00   -1796.959       4.026    0.008722    0.019515    0.000220    0.000000    0.000438    0.000000       1.525       1.517
   43.00    0.00   33.00   -1796.848       4.045    0.008466    0.019133    0.000216    0.000000    0.000421    0.000000       1.537       1.528
   43.00    0.00   34.00   -1796.733       4.065    0.008249    0.018761    0.000216    0.000000    0.000419    0.000000       1.549       1.539
   43.00    0.00   35.00   -1796.615       4.084    0.008061    0.018400    0.000217    0.000000    0.000426    0.000000       1.562       1.549
   43.00    0.00   36.00   -1796.493       4.104    0.007896    0.018052    0.000219    0.000000    0.000437    0.000000       1.574       1.560
   43.00    0.00   37.00   -1796.368       4.123    0.007743    0.017717    0.000220    0.000000    0.000443    0.000000       1.586       1.571
   43.00    0.00   38.00   -1796.239       4.142    0.007597    0.017397    0.000218    0.000000    0.000439    0.000000       1.597       1.583
