 #  Z     N         Q_20        Q_30       BE_LN
    92   158      528.00       12.00    -1844.2560
    92   158      528.00       15.00    -1844.5640
    92   158      528.00       18.00    -1844.9680
    92   158      528.00       21.00    -1845.4920
    92   158      528.00       24.00    -1846.1340
    92   158      528.00       27.00    -1846.9060
    92   158      528.00       30.00    -1847.8190
    92   158      528.00       33.00    -1848.8610
    92   158      528.00       36.00    -1849.8560
    92   158      528.00       39.00    -1851.0740
    92   158      528.00       42.00    -1852.1060
    92   158      528.00       45.00    -1852.9180
    92   158      528.00       48.00    -1853.2040
    92   158      528.00       51.00    -1853.7420
    92   158      528.00       54.00    -1853.8100
    92   158      528.00       57.00    -1853.3680
    92   158      528.00       60.00    -1852.6770
    92   158      536.00        0.00    -1844.7450
    92   158      536.00        3.00    -1844.7910
    92   158      536.00        6.00    -1844.9160
    92   158      536.00        9.00    -1845.1050
    92   158      536.00       12.00    -1845.3540
    92   158      536.00       15.00    -1845.6460
    92   158      536.00       18.00    -1846.0200
    92   158      536.00       21.00    -1846.5110
    92   158      536.00       24.00    -1846.8110
    92   158      536.00       27.00    -1847.8430
    92   158      536.00       30.00    -1848.3670
    92   158      536.00       33.00    -1849.6930
    92   158      536.00       36.00    -1850.7480
    92   158      536.00       39.00    -1851.8280
    92   158      536.00       42.00    -1852.8910
    92   158      536.00       45.00    -1853.7540
    92   158      536.00       48.00    -1854.3280
    92   158      536.00       51.00    -1854.6030
    92   158      536.00       54.00    -1854.9320
    92   158      536.00       57.00    -1854.6010
    92   158      536.00       60.00    -1853.9940
    92   158      544.00        0.00    -1845.8490
    92   158      544.00        3.00    -1845.8920
    92   158      544.00        6.00    -1846.0110
    92   158      544.00        9.00    -1846.1890
    92   158      544.00       12.00    -1846.4250
    92   158      544.00       15.00    -1846.7030
    92   158      544.00       18.00    -1847.0500
    92   158      544.00       21.00    -1847.5100
    92   158      544.00       24.00    -1848.0780
    92   158      544.00       27.00    -1848.7630
    92   158      544.00       30.00    -1849.5730
    92   158      544.00       33.00    -1850.5130
    92   158      544.00       36.00    -1851.5450
    92   158      544.00       39.00    -1852.5630
    92   158      544.00       42.00    -1853.6440
    92   158      544.00       45.00    -1854.5470
    92   158      544.00       48.00    -1855.2310
    92   158      544.00       51.00    -1855.4340
    92   158      544.00       54.00    -1855.8840
    92   158      544.00       57.00    -1850.6160
    92   158      544.00       60.00    -1855.2520
    92   158      552.00        0.00    -1847.0530
    92   158      552.00        3.00    -1847.0960
    92   158      552.00        6.00    -1847.2130
    92   158      552.00        9.00    -1847.3900
    92   158      552.00       12.00    -1847.6250
    92   158      552.00       15.00    -1847.9030
    92   158      552.00       18.00    -1848.2410
    92   158      552.00       21.00    -1848.6860
    92   158      552.00       24.00    -1849.2370
    92   158      552.00       27.00    -1849.8950
    92   158      552.00       30.00    -1850.6700
    92   158      552.00       33.00    -1851.5700
    92   158      552.00       36.00    -1852.3060
    92   158      552.00       39.00    -1853.5320
    92   158      552.00       42.00    -1854.6330
    92   158      552.00       45.00    -1855.5710
    92   158      552.00       48.00    -1855.5980
    92   158      552.00       51.00    -1856.8840
    92   158      552.00       54.00    -1857.0960
    92   158      552.00       57.00    -1857.2130
    92   158      552.00       60.00    -1856.8210
    92   158      560.00        0.00    -1848.1130
    92   158      560.00        3.00    -1848.1530
    92   158      560.00        6.00    -1848.2640
    92   158      560.00        9.00    -1848.4310
    92   158      560.00       12.00    -1848.6520
    92   158      560.00       15.00    -1848.9180
    92   158      560.00       18.00    -1849.2310
    92   158      560.00       21.00    -1849.6470
    92   158      560.00       24.00    -1850.1640
    92   158      560.00       27.00    -1850.7850
    92   158      560.00       30.00    -1851.5180
    92   158      560.00       33.00    -1852.3700
    92   158      560.00       36.00    -1853.3280
    92   158      560.00       39.00    -1854.2600
    92   158      560.00       42.00    -1855.3370
    92   158      560.00       45.00    -1856.2990
    92   158      560.00       48.00    -1857.0920
    92   158      560.00       51.00    -1857.7050
    92   158      560.00       54.00    -1857.8180
    92   158      560.00       57.00    -1858.2470
    92   158      560.00       60.00    -1857.9700
    92   158      568.00        0.00    -1849.1960
    92   158      568.00        3.00    -1849.2370
    92   158      568.00        6.00    -1849.3480
    92   158      568.00        9.00    -1849.5170
    92   158      568.00       12.00    -1849.7420
    92   158      568.00       15.00    -1849.9570
    92   158      568.00       18.00    -1850.3250
    92   158      568.00       21.00    -1850.7310
    92   158      568.00       24.00    -1851.2380
    92   158      568.00       27.00    -1851.8420
    92   158      568.00       30.00    -1852.5510
    92   158      568.00       33.00    -1853.3710
    92   158      568.00       36.00    -1854.2950
    92   158      568.00       39.00    -1855.2710
    92   158      568.00       42.00    -1856.2440
    92   158      568.00       45.00    -1857.2260
    92   158      568.00       48.00    -1858.0490
    92   158      568.00       51.00    -1858.7090
    92   158      568.00       54.00    -1859.2120
    92   158      568.00       57.00    -1859.3420
    92   158      568.00       60.00    -1859.2950
    92   158      576.00        0.00    -1850.2390
    92   158      576.00        3.00    -1850.2770
    92   158      576.00        6.00    -1850.3830
    92   158      576.00        9.00    -1850.5460
    92   158      576.00       12.00    -1850.7600
    92   158      576.00       15.00    -1850.9420
    92   158      576.00       18.00    -1851.3150
    92   158      576.00       21.00    -1851.6980
    92   158      576.00       24.00    -1852.1780
    92   158      576.00       27.00    -1852.7510
    92   158      576.00       30.00    -1853.4230
    92   158      576.00       33.00    -1854.2030
    92   158      576.00       36.00    -1855.0860
    92   158      576.00       39.00    -1855.8190
    92   158      576.00       42.00    -1856.9620
    92   158      576.00       45.00    -1857.9640
    92   158      576.00       48.00    -1858.0050
    92   158      576.00       51.00    -1859.5150
    92   158      576.00       54.00    -1860.0780
    92   158      576.00       57.00    -1860.2360
    92   158      576.00       60.00    -1860.3980
    92   158      584.00        0.00    -1851.2530
    92   158      584.00        3.00    -1851.2890
    92   158      584.00        6.00    -1851.3920
    92   158      584.00        9.00    -1851.5480
    92   158      584.00       12.00    -1851.7540
    92   158      584.00       15.00    -1852.0080
    92   158      584.00       18.00    -1852.2900
    92   158      584.00       21.00    -1852.6520
    92   158      584.00       24.00    -1853.1080
    92   158      584.00       27.00    -1853.6530
    92   158      584.00       30.00    -1854.2910
    92   158      584.00       33.00    -1855.0300
    92   158      584.00       36.00    -1855.8700
    92   158      584.00       39.00    -1856.7910
    92   158      584.00       42.00    -1857.6560
    92   158      584.00       45.00    -1858.6700
    92   158      584.00       48.00    -1859.5450
    92   158      584.00       51.00    -1860.2740
    92   158      584.00       54.00    -1860.8700
    92   158      584.00       57.00    -1861.2730
    92   158      584.00       60.00    -1861.3890
    92   158      592.00        0.00    -1852.2230
    92   158      592.00        3.00    -1852.2580
    92   158      592.00        6.00    -1852.3560
    92   158      592.00        9.00    -1852.5020
    92   158      592.00       12.00    -1852.6970
    92   158      592.00       15.00    -1852.9380
    92   158      592.00       18.00    -1853.2060
    92   158      592.00       21.00    -1853.5430
    92   158      592.00       24.00    -1853.9720
    92   158      592.00       27.00    -1854.4880
    92   158      592.00       30.00    -1855.0930
    92   158      592.00       33.00    -1855.7920
    92   158      592.00       36.00    -1856.5910
    92   158      592.00       39.00    -1857.4790
    92   158      592.00       42.00    -1858.2760
    92   158      592.00       45.00    -1859.3100
    92   158      592.00       48.00    -1860.2060
    92   158      592.00       51.00    -1860.9650
    92   158      592.00       54.00    -1861.5920
    92   158      592.00       57.00    -1862.0810
    92   158      592.00       60.00    -1862.1980
    92   158      600.00        0.00    -1853.3200
    92   158      600.00        3.00    -1853.3540
    92   158      600.00        6.00    -1853.4510
    92   158      600.00        9.00    -1853.5980
    92   158      600.00       12.00    -1853.7920
    92   158      600.00       15.00    -1854.0330
    92   158      600.00       18.00    -1854.3020
    92   158      600.00       21.00    -1854.6300
    92   158      600.00       24.00    -1855.0480
    92   158      600.00       27.00    -1855.5510
    92   158      600.00       30.00    -1856.1350
    92   158      600.00       33.00    -1856.8100
    92   158      600.00       36.00    -1857.2570
    92   158      600.00       39.00    -1858.4270
    92   158      600.00       42.00    -1859.3200
    92   158      600.00       45.00    -1860.1950
    92   158      600.00       48.00    -1861.1030
    92   158      600.00       51.00    -1861.8800
    92   158      600.00       54.00    -1862.5360
    92   158      600.00       57.00    -1863.0730
    92   158      600.00       60.00    -1863.1470
