#    Z      N      Q20        Q30        BE           E0           M22          M32          M33         
    92    140    264.000     21.000  -1749.02258      0.92357      0.01857     -0.00214      0.03771
    92    140    264.000     24.000  -1749.73994      0.98025      0.02041     -0.00442      0.04369
    92    140    264.000     27.000  -1752.18097      0.90138      0.02789     -0.02222      0.06777
    92    140    264.000     30.000  -1753.55368      0.88103      0.02197     -0.00258      0.02734
    92    140    264.000     33.000  -1753.78684      0.82788      0.02648     -0.01364      0.03754
    92    140    264.000     36.000  -1753.53046      1.01536      0.02778     -0.01134      0.03775
    92    140    264.000     39.000  -1751.52091      0.92993      0.02792     -0.01512      0.05532
    92    140    264.000     42.000  -1749.21528      0.87918      0.03843     -0.02762      0.06222
    92    140    264.000     45.000  -1746.89998      0.84445      0.03214     -0.02548      0.06324
    92    140    264.000     48.000  -1743.81121      0.59126      0.03418     -0.03019      0.07603
    92    140    264.000     51.000  -1738.25220      0.73898      0.02639     -0.02283      0.04964
    92    140    264.000     54.000  -1733.54780      0.77980      0.02184     -0.01431      0.06251
    92    140    264.000     57.000  -1748.48982      0.80977      0.02017     -0.01328      0.06444
    92    140    264.000     60.000  -1749.00904      1.74514      0.06360     -0.04707      0.16200
    92    140    272.000      0.000  -1750.03270      1.12323      0.01442     -0.00000      0.01044
    92    140    272.000      3.000  -1749.87967      1.18228      0.01573     -0.00069      0.01119
    92    140    272.000      6.000  -1749.35469      1.18733      0.01988     -0.00176      0.01318
    92    140    272.000      9.000  -1748.92750      1.19858      0.01564     -0.00323      0.01522
    92    140    272.000     12.000  -1748.33991      1.01179      0.02358     -0.00103      0.04016
    92    140    272.000     15.000  -1749.09310      0.94744      0.02906     -0.00638      0.03292
    92    140    272.000     18.000  -1749.32408      0.92309      0.02267     -0.00567      0.02684
    92    140    272.000     21.000  -1749.21891      0.87583      0.01977     -0.00106      0.02803
    92    140    272.000     24.000  -1749.53558      0.94151      0.02140     -0.00449      0.05586
    92    140    272.000     27.000  -1751.97180      0.84181      0.01639      0.00028      0.03314
    92    140    272.000     30.000  -1753.61841      0.89812      0.02082     -0.00898      0.04034
    92    140    272.000     33.000  -1754.42692      0.78409      0.02318     -0.00535      0.03115
    92    140    272.000     36.000  -1754.24668      0.95235      0.02755     -0.01324      0.04013
    92    140    272.000     39.000  -1753.18171      0.95629      0.02433     -0.00905      0.03664
    92    140    272.000     42.000  -1750.78958      0.88258      0.03194     -0.01797      0.06242
    92    140    272.000     45.000  -1748.35476      0.86039      0.03869     -0.02925      0.05831
    92    140    272.000     48.000  -1745.27238      0.77139      0.02947     -0.02406      0.06526
    92    140    272.000     51.000  -1741.16315      0.63114      0.02958     -0.02645      0.07602
    92    140    272.000     54.000  -1751.21770      1.27304      0.03039     -0.01939      0.10520
    92    140    272.000     57.000  -1733.22129      0.78719      0.02894     -0.01890      0.04116
    92    140    272.000     60.000  -1750.09435      0.75942      0.03543     -0.05162      0.16740
    92    140    280.000      0.000  -1750.34865      1.09430      0.01165      0.00000      0.01059
    92    140    280.000      3.000  -1750.22882      1.18752      0.01124     -0.00051      0.01058
    92    140    280.000      6.000  -1749.68064      1.23944      0.01358     -0.00198      0.01198
    92    140    280.000      9.000  -1747.64065      1.00222      0.01619      0.00312      0.03660
    92    140    280.000     12.000  -1748.49029      0.93346      0.02156     -0.00047      0.03914
    92    140    280.000     15.000  -1749.24655      0.92044      0.02890     -0.00591      0.03406
    92    140    280.000     18.000  -1749.55793      0.92043      0.02604     -0.00738      0.03089
    92    140    280.000     21.000  -1746.42155      0.85206      0.01719     -0.00982      0.05458
    92    140    280.000     24.000  -1749.35071      0.85010      0.02090     -0.00282      0.05268
    92    140    280.000     27.000  -1751.99559      0.83709      0.01404      0.00144      0.02750
    92    140    280.000     30.000  -1753.88664      0.85854      0.01809     -0.00521      0.04143
    92    140    280.000     33.000  -1754.76213      0.81573      0.02295     -0.00945      0.04014
    92    140    280.000     36.000  -1754.85589      0.76164      0.02251     -0.00896      0.03307
    92    140    280.000     39.000  -1754.32740      0.97641      0.02587     -0.00849      0.03337
    92    140    280.000     42.000  -1752.51687      0.83591      0.02633     -0.01323      0.04827
    92    140    280.000     45.000  -1750.03297      0.86346      0.03534     -0.02090      0.06216
    92    140    280.000     48.000  -1747.42020      0.87805      0.03496     -0.02722      0.05308
    92    140    280.000     51.000  -1743.87733      0.71535      0.02718     -0.02264      0.06554
    92    140    280.000     54.000  -1753.52441      0.68616      0.03218     -0.00430      0.08222
    92    140    280.000     60.000  -1752.82533      2.15449      0.02620     -0.02315      0.08481
    92    140    288.000     -0.000  -1750.43457      1.06486      0.01244      0.00000      0.01038
    92    140    288.000      3.000  -1750.34221      1.16435      0.01126     -0.00055      0.01003
    92    140    288.000      6.000  -1749.86752      1.23338      0.01058     -0.00237      0.01176
    92    140    288.000      9.000  -1747.88870      0.98904      0.01504      0.00376      0.03547
    92    140    288.000     12.000  -1748.61760      0.88057      0.01889      0.00035      0.03775
    92    140    288.000     15.000  -1749.32909      0.86530      0.02594     -0.00488      0.03416
    92    140    288.000     18.000  -1749.69546      0.89017      0.02745     -0.00824      0.03414
    92    140    288.000     21.000  -1746.43854      0.82347      0.01799     -0.01204      0.06056
    92    140    288.000     24.000  -1749.50123      0.89850      0.02373     -0.00063      0.03595
    92    140    288.000     27.000  -1751.96374      0.87776      0.01499     -0.00286      0.02732
    92    140    288.000     30.000  -1754.16008      0.81735      0.01473      0.00573      0.02698
    92    140    288.000     33.000  -1755.10852      0.83830      0.02271     -0.01756      0.06103
    92    140    288.000     36.000  -1755.43122      0.76892      0.02495     -0.01401      0.04341
    92    140    288.000     39.000  -1754.97145      0.82546      0.02474     -0.01000      0.03158
    92    140    288.000     42.000  -1753.93709      0.87145      0.02466     -0.00885      0.03413
    92    140    288.000     45.000  -1751.56856      0.72919      0.02865     -0.01494      0.05775
    92    140    288.000     48.000  -1748.86543      0.82708      0.03646     -0.02091      0.05957
    92    140    288.000     51.000  -1745.72878      0.82615      0.03028     -0.02240      0.04817
    92    140    288.000     54.000  -1741.55135      0.63584      0.02441     -0.02403      0.05669
    92    140    288.000     57.000  -1755.46433      1.86975      0.02777     -0.01110      0.07977
    92    140    288.000     60.000  -1755.14838      1.44840      0.03221     -0.02454      0.10420
    92    140    296.000     -0.000  -1750.35877      1.01320      0.01604      0.00000      0.00985
    92    140    296.000      3.000  -1750.28568      1.09805      0.01490     -0.00068      0.00941
    92    140    296.000      6.000  -1749.87615      1.13340      0.01187     -0.00230      0.01168
    92    140    296.000      9.000  -1748.11580      0.96635      0.01438      0.00376      0.03285
    92    140    296.000     12.000  -1748.75758      0.84797      0.01651      0.00111      0.03593
    92    140    296.000     15.000  -1749.39719      0.80996      0.02210     -0.00368      0.03352
    92    140    296.000     18.000  -1749.79480      0.85301      0.02708     -0.00812      0.03593
    92    140    296.000     21.000  -1746.63698      0.79594      0.01833     -0.01283      0.06346
    92    140    296.000     24.000  -1749.69173      0.86941      0.02628     -0.00087      0.03179
    92    140    296.000     27.000  -1751.94389      0.88272      0.02388     -0.01457      0.03920
    92    140    296.000     30.000  -1754.36091      0.77375      0.01360      0.00446      0.02897
    92    140    296.000     33.000  -1755.78979      0.91234      0.01364     -0.00261      0.03197
    92    140    296.000     36.000  -1755.75606      0.72132      0.02720     -0.02509      0.07522
    92    140    296.000     39.000  -1755.70062      0.73979      0.02554     -0.01507      0.04095
    92    140    296.000     42.000  -1754.88931      0.84110      0.02498     -0.00989      0.03147
    92    140    296.000     45.000  -1753.19316      0.75832      0.02532     -0.01225      0.04440
    92    140    296.000     48.000  -1750.41913      0.68496      0.03008     -0.01482      0.06368
    92    140    296.000     51.000  -1747.33808      0.77835      0.03432     -0.01768      0.05864
    92    140    296.000     54.000  -1743.59487      0.70741      0.02427     -0.01806      0.05197
    92    140    296.000     60.000  -1757.19990      1.46841      0.02665     -0.01585      0.08581
    92    140    304.000      0.000  -1750.29341      0.98965      0.02008      0.00000      0.00915
    92    140    304.000      3.000  -1750.21576      1.04436      0.01903     -0.00061      0.00896
    92    140    304.000      6.000  -1749.83925      1.03167      0.01505     -0.00191      0.01157
    92    140    304.000      9.000  -1749.16753      1.04088      0.01090     -0.00389      0.01429
    92    140    304.000     12.000  -1748.89618      0.82629      0.01459      0.00140      0.03316
    92    140    304.000     15.000  -1749.46062      0.76857      0.01850     -0.00244      0.03238
    92    140    304.000     18.000  -1749.86688      0.81993      0.02535     -0.00724      0.03617
    92    140    304.000     21.000  -1747.00189      0.78039      0.01800     -0.01251      0.06166
    92    140    304.000     24.000  -1749.82333      0.83453      0.02616     -0.00112      0.03163
    92    140    304.000     27.000  -1749.61949      0.93033      0.02385     -0.00348      0.04245
    92    140    304.000     30.000  -1765.82203      1.78028      0.01788     -0.00151      0.04584
    92    140    304.000     33.000  -1756.36435      0.86576      0.01173      0.00398      0.02356
    92    140    304.000     36.000  -1756.68224      0.85333      0.01853     -0.01233      0.05050
    92    140    304.000     39.000  -1756.15790      0.71918      0.02902     -0.02809      0.07357
    92    140    304.000     42.000  -1755.66745      0.73371      0.02631     -0.01407      0.03568
    92    140    304.000     45.000  -1754.50427      0.86044      0.02367     -0.00954      0.03150
    92    140    304.000     48.000  -1752.13001      0.64437      0.02671     -0.01438      0.05673
    92    140    304.000     51.000  -1749.00200      0.65697      0.03005     -0.01400      0.06910
    92    140    304.000     54.000  -1745.50756      0.78605      0.02783     -0.01274      0.05982
    92    140    304.000     57.000  -1759.38226      0.55732      0.05201      0.03785      0.15620
    92    140    304.000     60.000  -1759.32996      0.56631      0.03940      0.01077      0.10560
    92    140    312.000      0.000  -1750.47225      0.99600      0.02135     -0.00000      0.00857
    92    140    312.000      3.000  -1750.38344      1.01263      0.02064     -0.00055      0.00885
    92    140    312.000      6.000  -1750.05211      1.00008      0.01784     -0.00169      0.01146
    92    140    312.000      9.000  -1749.42214      0.96411      0.01296     -0.00295      0.01473
    92    140    312.000     12.000  -1749.10750      0.82084      0.01698     -0.00017      0.02296
    92    140    312.000     15.000  -1749.63599      0.74525      0.01543     -0.00145      0.03042
    92    140    312.000     18.000  -1750.05322      0.79681      0.02257     -0.00590      0.03493
    92    140    312.000     21.000  -1747.66338      0.77636      0.01712     -0.01145      0.05709
    92    140    312.000     24.000  -1750.11116      0.81835      0.02382     -0.00086      0.03166
    92    140    312.000     27.000  -1749.94964      0.88950      0.02321     -0.00120      0.03278
    92    140    312.000     30.000  -1768.04990      1.80670      0.01627     -0.00005      0.04293
    92    140    312.000     33.000  -1767.37324      0.52821      0.04044     -0.04773      0.12710
    92    140    312.000     36.000  -1761.97385      2.25132      0.01238     -0.00977      0.04261
    92    140    312.000     39.000  -1761.54900      2.30157      0.01737     -0.01313      0.05405
    92    140    312.000     42.000  -1756.19300      0.70262      0.03362     -0.02564      0.06855
    92    140    312.000     45.000  -1755.68174      0.70856      0.02507     -0.01445      0.03730
    92    140    312.000     48.000  -1754.27819      0.88299      0.02360     -0.01169      0.03564
    92    140    312.000     51.000  -1751.51537      0.58953      0.02616     -0.01486      0.06262
    92    140    312.000     54.000  -1748.37850      0.67947      0.02934     -0.01431      0.06468
    92    140    312.000     57.000  -1758.81685      0.56579      0.01909     -0.01427      0.08148
    92    140    312.000     60.000  -1761.18426      0.54966      0.05516      0.03965      0.16540
    92    140    320.000     -0.000  -1750.69948      0.95564      0.01678      0.00000      0.00868
    92    140    320.000      3.000  -1750.61373      0.95709      0.01685     -0.00066      0.00926
    92    140    320.000      6.000  -1750.31892      0.99145      0.01640     -0.00178      0.01183
    92    140    320.000      9.000  -1749.41602      0.84386      0.01313     -0.00183      0.01644
    92    140    320.000     12.000  -1749.36700      0.83299      0.01285     -0.00128      0.01954
    92    140    320.000     15.000  -1749.73437      0.73210      0.01369     -0.00074      0.02799
    92    140    320.000     18.000  -1750.12745      0.77445      0.01965     -0.00433      0.03343
    92    140    320.000     21.000  -1750.25239      0.87994      0.02236     -0.00680      0.04105
    92    140    320.000     24.000  -1748.65904      0.85037      0.01833     -0.00629      0.04233
    92    140    320.000     27.000  -1750.06014      0.84293      0.02177     -0.00036      0.02921
    92    140    320.000     30.000  -1770.71712      1.99638      0.01499     -0.00914      0.04717
    92    140    320.000     33.000  -1769.70924      0.51747      0.03733     -0.04526      0.12130
    92    140    320.000     36.000  -1769.12584      0.55579      0.03548     -0.03739      0.10390
    92    140    320.000     39.000  -1764.04764      2.32019      0.01475     -0.01155      0.04890
    92    140    320.000     42.000  -1763.04387      2.29009      0.01990     -0.01331      0.05521
    92    140    320.000     45.000  -1756.11224      0.76966      0.03059     -0.01998      0.05526
    92    140    320.000     48.000  -1753.38588      0.55302      0.02734     -0.01933      0.06106
    92    140    320.000     51.000  -1753.31481      0.75464      0.02341     -0.01193      0.04139
    92    140    320.000     54.000  -1750.13882      0.55324      0.02663     -0.01611      0.07070
    92    140    320.000     57.000  -1760.81202      0.53188      0.02678     -0.01008      0.10090
    92    140    320.000     60.000  -1759.91907      0.56445      0.02234     -0.01656      0.09318
    92    140    328.000     -0.000  -1750.77896      1.01593      0.01366     -0.00000      0.02661
    92    140    328.000      3.000  -1750.90540      0.90001      0.01186     -0.00107      0.01000
    92    140    328.000      6.000  -1750.65574      0.97644      0.01232     -0.00281      0.01320
    92    140    328.000      9.000  -1749.83409      0.82588      0.01386     -0.00061      0.01525
    92    140    328.000     12.000  -1749.64506      0.80517      0.00934     -0.00246      0.01896
    92    140    328.000     15.000  -1749.87136      0.72679      0.01370     -0.00034      0.02600
    92    140    328.000     18.000  -1748.09946      0.85570      0.02254     -0.00078      0.03751
    92    140    328.000     21.000  -1748.66904      0.72029      0.02062      0.00606      0.02718
    92    140    328.000     24.000  -1749.22361      0.83399      0.01571     -0.00375      0.03442
    92    140    328.000     27.000  -1749.65767      0.88624      0.01679     -0.00538      0.04958
    92    140    328.000     30.000  -1773.13766      1.99861      0.01396     -0.00671      0.04492
    92    140    328.000     33.000  -1772.14543      0.52290      0.02959     -0.03354      0.09608
    92    140    328.000     36.000  -1771.37062      0.52741      0.03804     -0.04497      0.12070
    92    140    328.000     39.000  -1766.46707      2.30474      0.01258     -0.00976      0.04268
    92    140    328.000     42.000  -1765.84574      2.31663      0.01738     -0.01292      0.05263
    92    140    328.000     45.000  -1764.40111      1.76038      0.01959     -0.01147      0.04987
    92    140    328.000     48.000  -1756.01793      0.53411      0.02802     -0.01915      0.04645
    92    140    328.000     51.000  -1765.99284      0.52734      0.01803     -0.01169      0.05603
    92    140    328.000     54.000  -1764.91518      0.54743      0.01852     -0.01195      0.06209
    92    140    328.000     57.000  -1763.86673      0.51222      0.02086     -0.00745      0.08045
    92    140    328.000     60.000  -1762.89218      0.54895      0.01880     -0.01241      0.07750
    92    140    336.000     -0.000  -1751.50742      1.03373      0.01394      0.00000      0.02920
    92    140    336.000      3.000  -1752.51638      0.99497      0.01257     -0.00867      0.05110
    92    140    336.000      6.000  -1752.72723      0.99352      0.01932     -0.01997      0.08390
    92    140    336.000      9.000  -1750.39158      0.82114      0.01110     -0.00064      0.01453
    92    140    336.000     12.000  -1749.82015      0.77141      0.01077     -0.00239      0.01869
    92    140    336.000     15.000  -1749.86528      0.72116      0.01480     -0.00017      0.02449
    92    140    336.000     18.000  -1750.20566      0.72621      0.01553     -0.00126      0.03080
    92    140    336.000     21.000  -1750.37133      0.83852      0.01861     -0.00654      0.03710
    92    140    336.000     24.000  -1750.34335      0.82020      0.01870     -0.00278      0.03649
    92    140    336.000     27.000  -1749.97743      0.87432      0.01485     -0.00238      0.04143
    92    140    336.000     33.000  -1774.39074      1.94151      0.01501     -0.00852      0.04691
    92    140    336.000     36.000  -1773.50500      0.51146      0.03679     -0.04557      0.12170
    92    140    336.000     39.000  -1768.12129      2.26359      0.01401     -0.01031      0.04395
    92    140    336.000     42.000  -1767.85982      2.33704      0.01946     -0.01649      0.05925
    92    140    336.000     45.000  -1767.09997      2.30657      0.01905     -0.01266      0.05258
    92    140    336.000     51.000  -1768.54288      0.53637      0.01617     -0.01147      0.05099
    92    140    336.000     54.000  -1767.31572      0.52582      0.01803     -0.01158      0.05773
    92    140    336.000     57.000  -1766.27806      0.50826      0.01951     -0.00899      0.07047
    92    140    336.000     60.000  -1765.19202      0.52155      0.01960     -0.00925      0.07792
    92    140    344.000      0.000  -1754.67449      0.99440      0.00855     -0.00000      0.03339
    92    140    344.000      3.000  -1754.73813      0.98768      0.01201     -0.00803      0.04810
    92    140    344.000      6.000  -1754.92577      0.98353      0.01851     -0.01878      0.07890
    92    140    344.000      9.000  -1755.34340      1.00859      0.01895     -0.02108      0.08356
    92    140    344.000     12.000  -1750.19793      0.79571      0.01558     -0.00082      0.01566
    92    140    344.000     15.000  -1748.32177      0.81632      0.01967     -0.00907      0.04826
    92    140    344.000     18.000  -1749.27141      0.84959      0.02141     -0.00734      0.05281
    92    140    344.000     21.000  -1749.95910      0.71732      0.01563     -0.00065      0.03708
    92    140    344.000     24.000  -1750.37237      0.88015      0.00913      0.00001      0.02330
    92    140    344.000     27.000  -1750.33574      0.82477      0.01206      0.00130      0.02939
    92    140    344.000     30.000  -1777.17907      2.02003      0.01389      0.00117      0.04481
    92    140    344.000     33.000  -1776.68339      2.02948      0.01329     -0.00814      0.04251
    92    140    344.000     36.000  -1775.70741      1.96765      0.01703     -0.00604      0.04403
    92    140    344.000     39.000  -1770.16186      2.09576      0.01196     -0.00898      0.03648
    92    140    344.000     42.000  -1770.53207      2.34059      0.01276     -0.00981      0.04252
    92    140    344.000     45.000  -1769.72223      2.34802      0.01720     -0.01261      0.05126
    92    140    344.000     48.000  -1768.09761      0.38840      0.04187     -0.05412      0.12830
    92    140    344.000     51.000  -1770.81268      0.56913      0.01812     -0.00873      0.04572
    92    140    344.000     54.000  -1769.38775      0.51580      0.02246     -0.01293      0.06725
    92    140    344.000     57.000  -1768.71482      0.53597      0.01747     -0.01178      0.05852
    92    140    344.000     60.000  -1767.63037      0.50058      0.01953     -0.00788      0.07481
    92    140    352.000      0.000  -1756.81819      0.98355      0.00843      0.00000      0.03247
    92    140    352.000      3.000  -1756.87748      0.97751      0.01153     -0.00743      0.04542
    92    140    352.000      6.000  -1757.04693      0.97226      0.01769     -0.01762      0.07390
    92    140    352.000      9.000  -1757.41836      0.98719      0.01927     -0.02113      0.08392
    92    140    352.000     12.000  -1747.94962      0.76048      0.01327     -0.00535      0.03437
    92    140    352.000     15.000  -1748.96166      0.82095      0.01702     -0.00778      0.04431
    92    140    352.000     18.000  -1749.91098      0.85878      0.01974     -0.00867      0.05397
    92    140    352.000     21.000  -1750.48684      0.68784      0.01571     -0.00388      0.04132
    92    140    352.000     24.000  -1777.30639      0.84820      0.01058      0.00569      0.03035
    92    140    352.000     27.000  -1778.27565      2.12496      0.00841      0.00252      0.02234
    92    140    352.000     30.000  -1778.98532      2.04222      0.01248      0.00183      0.03918
    92    140    352.000     33.000  -1777.46330      1.95623      0.01033     -0.00187      0.03408
    92    140    352.000     36.000  -1777.82133      2.01483      0.01293     -0.00291      0.03689
    92    140    352.000     42.000  -1772.61313      2.30913      0.01101     -0.00827      0.03666
    92    140    352.000     45.000  -1772.12366      2.36224      0.01496     -0.01136      0.04704
    92    140    352.000     48.000  -1770.86998      2.33935      0.01809     -0.01196      0.04990
    92    140    352.000     54.000  -1772.28661      0.52588      0.01524     -0.01120      0.04871
    92    140    352.000     57.000  -1771.05919      0.50767      0.01710     -0.01120      0.05527
    92    140    352.000     60.000  -1770.02335      0.51096      0.01785     -0.01030      0.06254
    92    140    360.000      0.000  -1758.86677      0.97153      0.00834     -0.00001      0.03172
    92    140    360.000      3.000  -1758.92448      0.96581      0.01115     -0.00694      0.04328
    92    140    360.000      6.000  -1759.08877      0.95996      0.01706     -0.01670      0.06993
    92    140    360.000      9.000  -1759.42901      0.96607      0.01928     -0.02102      0.08269
    92    140    360.000     12.000  -1748.60605      0.74594      0.01119     -0.00451      0.03201
    92    140    360.000     15.000  -1749.61300      0.83748      0.01472     -0.00591      0.04124
    92    140    360.000     18.000  -1750.08971      0.65731      0.01562     -0.00172      0.04317
    92    140    360.000     21.000  -1778.43524      0.92101      0.00749      0.00443      0.02913
    92    140    360.000     24.000  -1779.52244      0.96919      0.00757      0.00325      0.02597
    92    140    360.000     27.000  -1780.00614      1.02549      0.00954      0.00334      0.02632
    92    140    360.000     30.000  -1780.17609      2.06329      0.01866      0.01049      0.05150
    92    140    360.000     33.000  -1778.61862      1.88704      0.01162     -0.00071      0.03298
    92    140    360.000     36.000  -1779.15260      2.03126      0.01369     -0.00271      0.03916
    92    140    360.000     39.000  -1779.33344      0.47044      0.02235     -0.01531      0.05590
    92    140    360.000     42.000  -1774.52245      2.20408      0.00952     -0.00698      0.03088
    92    140    360.000     45.000  -1774.38761      2.33202      0.01271     -0.00927      0.04060
    92    140    360.000     48.000  -1773.52263      2.31250      0.01672     -0.01149      0.04741
    92    140    360.000     51.000  -1772.12663      0.43125      0.03793     -0.05115      0.11590
    92    140    360.000     54.000  -1774.78346      0.55935      0.01364     -0.01004      0.04314
    92    140    360.000     57.000  -1773.47478      0.49800      0.01628     -0.01067      0.05061
    92    140    360.000     60.000  -1772.37108      0.51271      0.01695     -0.01114      0.05501
    92    140    368.000     -0.000  -1760.85805      0.96146      0.00824      0.00000      0.03097
    92    140    368.000      3.000  -1760.91186      0.95582      0.01080     -0.00647      0.04135
    92    140    368.000      6.000  -1761.06185      0.95095      0.01636     -0.01571      0.06588
    92    140    368.000      9.000  -1761.36290      0.95322      0.01897     -0.02060      0.08007
    92    140    368.000     12.000  -1749.07824      0.71604      0.01001     -0.00188      0.02790
    92    140    368.000     15.000  -1749.77243      0.83074      0.01237      0.00032      0.03134
    92    140    368.000     18.000  -1750.16217      0.65273      0.01412      0.00023      0.03366
    92    140    368.000     21.000  -1779.66505      0.88981      0.00728      0.00458      0.02876
    92    140    368.000     24.000  -1780.91221      0.95839      0.00724      0.00321      0.02565
    92    140    368.000     27.000  -1781.71223      0.98734      0.00741      0.00141      0.02401
    92    140    368.000     30.000  -1782.20754      1.41142      0.00869      0.00035      0.02693
    92    140    368.000     33.000  -1782.37328      2.04551      0.01263      0.00122      0.04024
    92    140    368.000     36.000  -1781.12563      2.02185      0.01037     -0.00201      0.03161
    92    140    368.000     39.000  -1781.27701      1.99346      0.01316     -0.00306      0.03591
    92    140    368.000     45.000  -1776.29447      2.32264      0.01103     -0.00785      0.03569
    92    140    368.000     48.000  -1775.71725      2.33811      0.01473     -0.01058      0.04431
    92    140    368.000     51.000  -1774.45066      2.29850      0.01744     -0.01060      0.04604
    92    140    368.000     57.000  -1775.77122      0.51351      0.01468     -0.01042      0.04590
    92    140    368.000     60.000  -1774.54878      0.48960      0.01644     -0.01058      0.05242
    92    140    376.000      0.000  -1762.84416      0.95173      0.00813     -0.00000      0.03021
    92    140    376.000      3.000  -1762.89412      0.94683      0.01045     -0.00602      0.03951
    92    140    376.000      6.000  -1763.02696      0.94050      0.01571     -0.01477      0.06226
    92    140    376.000      9.000  -1763.29851      0.94262      0.01856     -0.02005      0.07711
    92    140    376.000     12.000  -1763.75801      0.95674      0.01480     -0.01321      0.06119
    92    140    376.000     15.000  -1764.29182      0.98206      0.00649      0.00306      0.02260
    92    140    376.000     18.000  -1779.04195      0.86033      0.00649      0.00453      0.02781
    92    140    376.000     21.000  -1780.85932      0.87112      0.00696      0.00447      0.02786
    92    140    376.000     24.000  -1782.25257      0.94369      0.00696      0.00329      0.02535
    92    140    376.000     27.000  -1783.09135      0.97167      0.00732      0.00306      0.02333
    92    140    376.000     30.000  -1783.74598      1.07652      0.00788     -0.00020      0.02552
    92    140    376.000     33.000  -1783.98334      2.06673      0.01120      0.00128      0.03452
    92    140    376.000     36.000  -1782.58241      1.94830      0.00922     -0.00198      0.02966
    92    140    376.000     39.000  -1782.99786      2.03549      0.01130     -0.00274      0.03273
    92    140    376.000     42.000  -1782.63369      0.39329      0.02934     -0.02488      0.07215
    92    140    376.000     45.000  -1778.07368      2.27798      0.00964     -0.00682      0.03089
    92    140    376.000     48.000  -1777.76672      2.34667      0.01278     -0.00923      0.04003
    92    140    376.000     51.000  -1776.76233      2.33907      0.01630     -0.01089      0.04592
    92    140    376.000     57.000  -1778.06825      0.55327      0.01289     -0.00996      0.04166
    92    140    376.000     60.000  -1776.34376      0.49121      0.02011     -0.01185      0.05960
    92    140    384.000      0.000  -1764.73726      0.94628      0.00798     -0.00001      0.02936
    92    140    384.000      3.000  -1764.78573      0.94244      0.01010     -0.00562      0.03775
    92    140    384.000      6.000  -1764.90935      0.93539      0.01506     -0.01385      0.05878
    92    140    384.000      9.000  -1765.15971      0.93630      0.01804     -0.01934      0.07375
    92    140    384.000     12.000  -1765.57959      0.94076      0.01577     -0.01534      0.06504
    92    140    384.000     15.000  -1766.07929      0.96136      0.00671      0.00357      0.02307
    92    140    384.000     18.000  -1780.18431      0.86678      0.00616      0.00427      0.02643
    92    140    384.000     21.000  -1782.02259      0.86173      0.00661      0.00427      0.02679
    92    140    384.000     24.000  -1783.53130      0.92141      0.00675      0.00347      0.02517
    92    140    384.000     27.000  -1784.50401      0.96199      0.00697      0.00282      0.02314
    92    140    384.000     30.000  -1784.95160      1.01783      0.00846      0.00265      0.02324
    92    140    384.000     33.000  -1785.06750      2.09240      0.01659      0.00891      0.04399
    92    140    384.000     36.000  -1785.18730      2.06274      0.01773      0.00455      0.05714
    92    140    384.000     39.000  -1784.56804      2.04930      0.01016     -0.00241      0.03019
    92    140    384.000     42.000  -1784.44174      1.98218      0.01372     -0.00374      0.03576
    92    140    384.000     45.000  -1779.85868      2.15123      0.00839     -0.00608      0.02622
    92    140    384.000     48.000  -1779.81693      2.34989      0.01104     -0.00780      0.03498
    92    140    384.000     51.000  -1779.09787      2.36010      0.01450     -0.01023      0.04278
    92    140    384.000     54.000  -1777.73002      2.14498      0.01677     -0.00982      0.04406
    92    140    384.000     60.000  -1779.12171      0.51069      0.01371     -0.01018      0.04357
    92    140    392.000      0.000  -1766.56619      0.93410      0.00792      0.00000      0.02885
    92    140    392.000      3.000  -1766.61282      0.93066      0.00985     -0.00523      0.03638
    92    140    392.000      6.000  -1766.73464      0.92687      0.01447     -0.01298      0.05562
    92    140    392.000      9.000  -1766.96280      0.92739      0.01752     -0.01860      0.07038
    92    140    392.000     12.000  -1767.34699      0.92766      0.01622     -0.01658      0.06641
    92    140    392.000     15.000  -1767.80007      0.94215      0.00671      0.00370      0.02292
    92    140    392.000     18.000  -1781.26494      0.87286      0.00587      0.00406      0.02520
    92    140    392.000     21.000  -1783.11025      0.85657      0.00630      0.00407      0.02572
    92    140    392.000     24.000  -1784.69561      0.89425      0.00657      0.00364      0.02491
    92    140    392.000     27.000  -1785.80449      0.95159      0.00667      0.00276      0.02280
    92    140    392.000     30.000  -1786.54357      0.98286      0.00673      0.00146      0.02102
    92    140    392.000     33.000  -1787.05230      1.24411      0.00786     -0.00018      0.02438
    92    140    392.000     36.000  -1787.20582      2.07537      0.01130      0.00095      0.03533
    92    140    392.000     39.000  -1786.01081      2.01392      0.00920     -0.00216      0.02775
    92    140    392.000     42.000  -1786.28399      2.02725      0.01107     -0.00297      0.03124
    92    140    392.000     45.000  -1785.90813      0.37204      0.03129     -0.02336      0.08172
    92    140    392.000     48.000  -1781.61579      2.33253      0.00958     -0.00652      0.03010
    92    140    392.000     51.000  -1781.22481      2.37034      0.01244     -0.00884      0.03809
    92    140    392.000     54.000  -1780.19020      2.35713      0.01543     -0.01039      0.04303
    92    140    392.000     57.000  -1778.78643      0.40452      0.03778     -0.05459      0.11930
    92    140    392.000     60.000  -1781.37344      0.55279      0.01228     -0.00939      0.03901
    92    140    400.000      0.000  -1768.30652      0.92348      0.00783     -0.00000      0.02827
    92    140    400.000      3.000  -1768.35179      0.92124      0.00958     -0.00487      0.03504
