#    Z      N      Q20        Q30        BE           E0           M22          M32          M33         
    92    140    528.000     39.000  -1794.79111      0.82005      0.00886     -0.00885      0.02901
    92    140    528.000     42.000  -1795.71252      0.90875      0.00675     -0.00703      0.02237
    92    140    528.000     45.000  -1796.87535      0.89941      0.00483     -0.00364      0.01567
    92    140    528.000     48.000  -1798.36871      0.81858      0.00373      0.00136      0.01162
    92    140    528.000     51.000  -1807.27083      1.01377      0.00461      0.00165      0.01018
    92    140    528.000     54.000  -1807.16959      2.17794      0.00983      0.00375      0.02098
    92    140    528.000     57.000  -1806.59697      2.11640      0.00523      0.00042      0.01093
    92    140    528.000     60.000  -1807.16630      2.19822      0.00683     -0.00198      0.01788
    92    140    536.000     -0.000  -1791.85232      0.83194      0.00604      0.00000      0.01925
    92    140    536.000      3.000  -1791.87605      0.83220      0.00651     -0.00176      0.02083
    92    140    536.000      6.000  -1791.94040      0.83512      0.00785     -0.00415      0.02538
    92    140    536.000      9.000  -1792.03442      0.84362      0.00967     -0.00721      0.03175
    92    140    536.000     12.000  -1792.15970      0.85552      0.01119     -0.01014      0.03726
    92    140    536.000     15.000  -1792.32586      0.85692      0.01187     -0.01209      0.04004
    92    140    536.000     18.000  -1792.53591      0.83980      0.01144     -0.01215      0.03896
    92    140    536.000     21.000  -1792.64713      0.81369      0.00910     -0.00754      0.02982
    92    140    536.000     24.000  -1793.01440      0.78903      0.00413      0.00111      0.01194
    92    140    536.000     27.000  -1793.31265      0.77745      0.00446      0.00001      0.01344
    92    140    536.000     30.000  -1793.68229      0.78353      0.00737     -0.00601      0.02412
    92    140    536.000     33.000  -1794.19907      0.79106      0.00849     -0.00831      0.02823
    92    140    536.000     36.000  -1794.89954      0.80171      0.00890     -0.00907      0.02947
    92    140    536.000     39.000  -1795.77505      0.81280      0.00884     -0.00884      0.02878
    92    140    536.000     42.000  -1796.58735      0.81344      0.00991     -0.00779      0.02998
    92    140    536.000     45.000  -1797.96719      0.82685      0.00710     -0.00550      0.02204
    92    140    536.000     48.000  -1799.21834      0.82457      0.00489     -0.00143      0.01507
    92    140    536.000     51.000  -1800.49856      0.80878      0.00377      0.00131      0.01148
    92    140    536.000     54.000  -1801.71734      0.79444      0.00399      0.00125      0.01168
    92    140    536.000     57.000  -1802.79128      0.77167      0.00437      0.00132      0.01209
    92    140    536.000     60.000  -1803.71848      0.77790      0.00458      0.00106      0.01192
    92    140    544.000     -0.000  -1792.94313      0.83049      0.00592     -0.00000      0.01875
    92    140    544.000      3.000  -1792.96545      0.83080      0.00636     -0.00167      0.02022
    92    140    544.000      6.000  -1793.02628      0.83363      0.00763     -0.00393      0.02448
    92    140    544.000      9.000  -1793.11451      0.84209      0.00936     -0.00684      0.03048
    92    140    544.000     12.000  -1793.23160      0.85402      0.01085     -0.00966      0.03582
    92    140    544.000     15.000  -1793.38648      0.85742      0.01159     -0.01165      0.03875
    92    140    544.000     18.000  -1793.58188      0.84170      0.01134     -0.01202      0.03826
    92    140    544.000     21.000  -1793.81895      0.81743      0.00917     -0.00866      0.03076
    92    140    544.000     24.000  -1794.03299      0.79110      0.00406      0.00106      0.01161
    92    140    544.000     27.000  -1794.29241      0.77530      0.00396      0.00105      0.01149
    92    140    544.000     30.000  -1794.65836      0.78060      0.00685     -0.00514      0.02211
    92    140    544.000     33.000  -1795.12574      0.78727      0.00815     -0.00778      0.02685
    92    140    544.000     36.000  -1795.77055      0.79736      0.00868     -0.00877      0.02854
    92    140    544.000     39.000  -1796.58756      0.80856      0.00872     -0.00875      0.02829
    92    140    544.000     42.000  -1797.55972      0.81809      0.00835     -0.00793      0.02644
    92    140    544.000     45.000  -1798.66490      0.82399      0.00740     -0.00614      0.02287
    92    140    544.000     48.000  -1799.87112      0.82393      0.00563     -0.00294      0.01717
    92    140    544.000     51.000  -1801.10806      0.80899      0.00365      0.00133      0.01112
    92    140    544.000     54.000  -1802.35072      0.79881      0.00381      0.00123      0.01126
    92    140    544.000     57.000  -1803.45248      0.77715      0.00414      0.00127      0.01162
    92    140    544.000     60.000  -1804.41605      0.76909      0.00443      0.00118      0.01173
    92    140    552.000      0.000  -1793.98963      0.82579      0.00584     -0.00000      0.01838
    92    140    552.000      3.000  -1794.01099      0.82635      0.00626     -0.00159      0.01976
    92    140    552.000      6.000  -1794.06955      0.82925      0.00746     -0.00372      0.02375
    92    140    552.000      9.000  -1794.15291      0.83711      0.00913     -0.00650      0.02947
    92    140    552.000     12.000  -1794.26493      0.84974      0.01058     -0.00923      0.03464
    92    140    552.000     15.000  -1794.41274      0.85502      0.01136     -0.01125      0.03762
    92    140    552.000     18.000  -1794.59973      0.84198      0.01123     -0.01184      0.03753
    92    140    552.000     21.000  -1794.82599      0.81791      0.00950     -0.00935      0.03170
    92    140    552.000     24.000  -1795.02822      0.79199      0.00402      0.00103      0.01135
    92    140    552.000     27.000  -1795.28929      0.77401      0.00391      0.00102      0.01124
    92    140    552.000     30.000  -1795.62255      0.77584      0.00633     -0.00420      0.02010
    92    140    552.000     33.000  -1796.04660      0.78199      0.00785     -0.00726      0.02559
    92    140    552.000     36.000  -1796.63718      0.79136      0.00849     -0.00850      0.02776
    92    140    552.000     39.000  -1797.16888      0.79699      0.01009     -0.00928      0.03186
    92    140    552.000     42.000  -1798.07671      0.80638      0.00998     -0.00845      0.03056
    92    140    552.000     45.000  -1799.13952      0.81146      0.00914     -0.00645      0.02663
    92    140    552.000     48.000  -1800.34534      0.80931      0.00704     -0.00301      0.01966
    92    140    552.000     51.000  -1801.67908      0.80846      0.00355      0.00134      0.01078
    92    140    552.000     54.000  -1802.94108      0.79969      0.00368      0.00125      0.01095
    92    140    552.000     57.000  -1804.06587      0.78257      0.00393      0.00122      0.01118
    92    140    552.000     60.000  -1805.05685      0.76538      0.00427      0.00125      0.01148
    92    140    560.000      0.000  -1795.00213      0.82025      0.00576      0.00000      0.01800
    92    140    560.000      3.000  -1795.02234      0.82077      0.00615     -0.00151      0.01929
    92    140    560.000      6.000  -1795.07769      0.82381      0.00727     -0.00353      0.02301
    92    140    560.000      9.000  -1795.15882      0.83240      0.00886     -0.00617      0.02839
    92    140    560.000     12.000  -1795.26304      0.84548      0.01030     -0.00882      0.03342
    92    140    560.000     15.000  -1795.40046      0.85228      0.01111     -0.01084      0.03646
    92    140    560.000     18.000  -1795.57446      0.84133      0.01109     -0.01163      0.03676
    92    140    560.000     21.000  -1795.78589      0.81788      0.00972     -0.00982      0.03226
    92    140    560.000     24.000  -1795.96585      0.79210      0.00423      0.00052      0.01203
    92    140    560.000     27.000  -1796.22701      0.77216      0.00386      0.00099      0.01101
    92    140    560.000     30.000  -1796.53081      0.77088      0.00573     -0.00313      0.01787
    92    140    560.000     33.000  -1796.90937      0.77600      0.00749     -0.00666      0.02420
    92    140    560.000     36.000  -1797.44658      0.78455      0.00826     -0.00814      0.02683
    92    140    560.000     39.000  -1798.14721      0.79564      0.00851     -0.00854      0.02742
    92    140    560.000     42.000  -1799.00256      0.80660      0.00839     -0.00819      0.02650
    92    140    560.000     45.000  -1799.99389      0.81492      0.00784     -0.00709      0.02413
    92    140    560.000     48.000  -1801.09490      0.81800      0.00670     -0.00501      0.02018
    92    140    560.000     51.000  -1802.27067      0.81377      0.00467     -0.00133      0.01401
    92    140    560.000     54.000  -1803.46451      0.79808      0.00359      0.00130      0.01071
    92    140    560.000     57.000  -1804.61046      0.78596      0.00377      0.00121      0.01084
    92    140    560.000     60.000  -1805.62766      0.76582      0.00409      0.00126      0.01118
    92    140    568.000     -0.000  -1796.13414      0.81938      0.00566     -0.00000      0.01757
    92    140    568.000      3.000  -1796.15482      0.82013      0.00602     -0.00143      0.01876
    92    140    568.000      6.000  -1796.21227      0.82338      0.00707     -0.00331      0.02220
    92    140    568.000      9.000  -1796.29767      0.83248      0.00856     -0.00578      0.02719
    92    140    568.000     12.000  -1796.40638      0.84572      0.00996     -0.00834      0.03202
    92    140    568.000     15.000  -1796.54729      0.85444      0.01078     -0.01036      0.03505
    92    140    568.000     18.000  -1796.72331      0.84575      0.01088     -0.01131      0.03567
    92    140    568.000     21.000  -1796.93444      0.82234      0.00980     -0.01006      0.03223
    92    140    568.000     24.000  -1797.16799      0.79664      0.00579     -0.00292      0.01791
    92    140    568.000     27.000  -1797.38034      0.77369      0.00381      0.00095      0.01070
    92    140    568.000     30.000  -1797.67089      0.76873      0.00508     -0.00196      0.01545
    92    140    568.000     33.000  -1798.02164      0.77324      0.00712     -0.00603      0.02270
    92    140    568.000     36.000  -1798.51655      0.78124      0.00801     -0.00774      0.02577
    92    140    568.000     39.000  -1799.16703      0.79181      0.00835     -0.00831      0.02671
    92    140    568.000     42.000  -1799.96958      0.80358      0.00833     -0.00813      0.02613
    92    140    568.000     45.000  -1800.90526      0.81292      0.00791     -0.00728      0.02421
    92    140    568.000     48.000  -1801.95152      0.81746      0.00699     -0.00560      0.02088
    92    140    568.000     51.000  -1803.07936      0.81517      0.00534     -0.00267      0.01579
    92    140    568.000     54.000  -1811.77185      0.93134      0.00413      0.00093      0.01084
    92    140    568.000     57.000  -1812.01751      0.99423      0.00405      0.00125      0.00891
    92    140    568.000     60.000  -1812.00685      1.47649      0.00748      0.00210      0.01552
    92    140    576.000     -0.000  -1797.10371      0.81428      0.00558     -0.00000      0.01721
    92    140    576.000      3.000  -1797.12326      0.81519      0.00592     -0.00136      0.01832
    92    140    576.000      6.000  -1797.17876      0.81878      0.00690     -0.00314      0.02151
    92    140    576.000      9.000  -1797.25861      0.82774      0.00831     -0.00548      0.02619
    92    140    576.000     12.000  -1797.36056      0.84113      0.00966     -0.00794      0.03082
    92    140    576.000     15.000  -1797.49077      0.85058      0.01053     -0.00997      0.03395
    92    140    576.000     18.000  -1797.65379      0.84362      0.01071     -0.01104      0.03483
    92    140    576.000     21.000  -1797.85212      0.82217      0.00986     -0.01021      0.03221
    92    140    576.000     24.000  -1798.07802      0.79711      0.00667     -0.00472      0.02103
    92    140    576.000     27.000  -1798.27650      0.77347      0.00376      0.00092      0.01046
    92    140    576.000     30.000  -1798.54267      0.76467      0.00430     -0.00049      0.01262
    92    140    576.000     33.000  -1798.86283      0.76852      0.00671     -0.00534      0.02115
    92    140    576.000     36.000  -1799.31006      0.77574      0.00773     -0.00731      0.02471
    92    140    576.000     39.000  -1799.90911      0.78609      0.00817     -0.00807      0.02601
    92    140    576.000     42.000  -1800.65645      0.79761      0.00824     -0.00807      0.02581
    92    140    576.000     45.000  -1801.53859      0.80769      0.00794     -0.00742      0.02430
    92    140    576.000     48.000  -1811.32939      0.86500      0.00384      0.00129      0.01183
    92    140    576.000     51.000  -1811.96206      0.89141      0.00398      0.00111      0.01158
    92    140    576.000     54.000  -1812.43987      0.91515      0.00405      0.00092      0.01100
    92    140    576.000     57.000  -1812.76245      0.95278      0.00404      0.00095      0.00973
    92    140    576.000     60.000  -1812.83691      1.08206      0.00603      0.00141      0.01283
    92    140    584.000      0.000  -1798.07315      0.81132      0.00549      0.00000      0.01684
    92    140    584.000      3.000  -1798.09391      0.81200      0.00581     -0.00130      0.01787
    92    140    584.000      6.000  -1798.15091      0.81538      0.00673     -0.00298      0.02086
    92    140    584.000      9.000  -1798.23443      0.82298      0.00807     -0.00519      0.02526
    92    140    584.000     12.000  -1794.99709      0.98152      0.00915     -0.01529      0.03629
    92    140    584.000     15.000  -1798.47796      0.84740      0.01027     -0.00956      0.03282
    92    140    584.000     18.000  -1798.64449      0.84259      0.01053     -0.01073      0.03394
    92    140    584.000     21.000  -1798.84302      0.82226      0.00988     -0.01027      0.03202
    92    140    584.000     24.000  -1799.07041      0.79763      0.00732     -0.00601      0.02322
    92    140    584.000     27.000  -1799.26658      0.77299      0.00371      0.00089      0.01024
    92    140    584.000     30.000  -1799.49160      0.75999      0.00364      0.00092      0.01022
    92    140    584.000     33.000  -1799.82211      0.76375      0.00628     -0.00458      0.01955
    92    140    584.000     36.000  -1800.22911      0.76997      0.00746     -0.00686      0.02365
    92    140    584.000     39.000  -1800.78036      0.77977      0.00800     -0.00780      0.02532
    92    140    584.000     42.000  -1801.47547      0.79153      0.00814     -0.00794      0.02544
    92    140    584.000     45.000  -1801.86756      0.93256      0.00689     -0.00822      0.02145
    92    140    584.000     48.000  -1802.77623      0.92324      0.00594     -0.00668      0.01842
    92    140    584.000     51.000  -1803.75266      0.91441      0.00447     -0.00419      0.01371
    92    140    584.000     54.000  -1813.09185      0.90229      0.00396      0.00095      0.01101
    92    140    584.000     57.000  -1813.46692      0.93032      0.00399      0.00084      0.01014
    92    140    584.000     60.000  -1813.85385      0.97722      0.00424     -0.00077      0.01125
    92    140    592.000      0.000  -1798.99905      0.80687      0.00541      0.00000      0.01649
    92    140    592.000      3.000  -1799.01854      0.80773      0.00571     -0.00125      0.01746
    92    140    592.000      6.000  -1799.07295      0.81105      0.00659     -0.00284      0.02026
    92    140    592.000      9.000  -1798.79237      0.82399      0.01280     -0.00592      0.03955
    92    140    592.000     12.000  -1795.84579      0.97840      0.00915     -0.01531      0.03602
    92    140    592.000     15.000  -1799.38273      0.84403      0.01004     -0.00919      0.03182
    92    140    592.000     18.000  -1799.54013      0.84163      0.01034     -0.01041      0.03305
    92    140    592.000     21.000  -1799.72698      0.82272      0.00986     -0.01026      0.03170
    92    140    592.000     24.000  -1799.79992      0.79734      0.00812     -0.00669      0.02515
    92    140    592.000     27.000  -1800.12547      0.77310      0.00367      0.00086      0.01002
    92    140    592.000     30.000  -1800.34940      0.75862      0.00359      0.00089      0.01000
    92    140    592.000     33.000  -1800.64736      0.76021      0.00581     -0.00376      0.01779
    92    140    592.000     36.000  -1800.12716      0.99327      0.00721     -0.00951      0.02294
    92    140    592.000     39.000  -1801.51692      0.77478      0.00778     -0.00750      0.02450
    92    140    592.000     42.000  -1801.65198      0.95095      0.00736     -0.00916      0.02289
    92    140    592.000     45.000  -1802.46966      0.93516      0.00696     -0.00839      0.02155
    92    140    592.000     48.000  -1803.83096      0.80580      0.00748     -0.00661      0.02223
    92    140    592.000     51.000  -1804.81829      0.80856      0.00658     -0.00501      0.01914
    92    140    592.000     54.000  -1813.68614      0.89026      0.00386      0.00099      0.01095
    92    140    592.000     57.000  -1814.11082      0.91400      0.00392      0.00082      0.01034
    92    140    592.000     60.000  -1814.38849      0.95567      0.00389      0.00091      0.00902
    92    140    600.000     -0.000  -1799.93267      0.80335      0.00532     -0.00000      0.01611
    92    140    600.000      3.000  -1799.95156      0.80405      0.00560     -0.00118      0.01701
    92    140    600.000      6.000  -1800.00430      0.80749      0.00642     -0.00269      0.01962
    92    140    600.000      9.000  -1800.08168      0.81500      0.00764     -0.00468      0.02355
    92    140    600.000     12.000  -1800.18015      0.82816      0.00888     -0.00687      0.02768
    92    140    600.000     15.000  -1800.30319      0.84071      0.00978     -0.00880      0.03074
    92    140    600.000     18.000  -1800.45481      0.84077      0.01015     -0.01009      0.03216
    92    140    600.000     21.000  -1800.63531      0.82400      0.00981     -0.01017      0.03128
    92    140    600.000     24.000  -1800.84335      0.79958      0.00813     -0.00763      0.02572
    92    140    600.000     27.000  -1801.02059      0.77496      0.00362      0.00083      0.00977
    92    140    600.000     30.000  -1801.24743      0.75812      0.00355      0.00086      0.00977
    92    140    600.000     33.000  -1801.52574      0.75703      0.00526     -0.00282      0.01584
    92    140    600.000     36.000  -1801.86076      0.76178      0.00681     -0.00581      0.02117
    92    140    600.000     39.000  -1801.58526      0.97720      0.00722     -0.00936      0.02250
    92    140    600.000     42.000  -1802.34108      0.95753      0.00726     -0.00912      0.02245
    92    140    600.000     45.000  -1803.13680      0.94046      0.00698     -0.00849      0.02147
    92    140    600.000     48.000  -1804.51058      0.80205      0.00751     -0.00675      0.02231
    92    140    600.000     51.000  -1804.88317      0.91940      0.00527     -0.00568      0.01605
    92    140    600.000     54.000  -1805.84285      0.91048      0.00366     -0.00296      0.01100
    92    140    600.000     57.000  -1814.79955      0.90302      0.00383      0.00083      0.01038
    92    140    600.000     60.000  -1815.13299      0.93178      0.00384      0.00076      0.00948
